id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,sentiment_analysis,img,label,text
25816,person,,,,,,neutral,img/25816.png,0,he took me to the gucci store & said april fool bitch
25830,"person, tie",,,,,,neutral,img/25830.png,1,i wanna destroy radical islam!!!! will you help me????? yes = hell yeah!!!
25837,"person, tie, person",angry,white,man,48,45-54 years,bad,img/25837.png,0,i used to provide therapy for those afflicted with aberrant behaviors! now instead those behaviors are celebrated!
25841,"person, person, person, person, person, person, kite, person, person, person, person",,,,,,bad,img/25841.png,0,children at a muslim pop concert why are people attacking us?
25847,"person, car",,,,,,neutral,img/25847.png,1,"they should not be allowed to have kids you made your choice bitch, now live with it!"
25849,"cell phone, person, dog, motorcycle",,,,,,bad,img/25849.png,0,i got a text fresh meat at the market
25861,"person, cell phone, suitcase",,,,,,bad,img/25861.png,0,how to get out of a gym contract
25901,horse,,,,,,bad,img/25901.png,1,that face she makes when ahmed hits the g-spot
25904,,,,,,,bad,img/25904.png,0,hide and seek european champion 1942-1944
25907,"tie, person",,,,,,bad,img/25907.png,0,i guess the jury liked pudding cause they pudding my ass in jail
25913,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, person, sheep, person, person, sheep, cow",happy,middle eastern,man,35,35-44 years,bad,img/25913.png,0,meanwhile at the isis strip club
25914,"person, tie, tie",happy,middle eastern,man,36,35-44 years,bad,img/25914.png,0,what is the difference between an illegal immigrant and e.t.? e.t. learned to speak english and wanted to go home!
25917,truck,,,,,,bad,img/25917.png,0,you don't have to put on the red light
25943,person,,,,,,bad,img/25943.png,0,"go ahead, report me they can't un un-butt hurt you the truth"
25948,"bottle, person, bottle, clock, person, cup, spoon",happy,middle eastern,man,44,35-44 years,neutral,img/25948.png,0,"to all my friends who post controversial obscene, dirty, offensive, derogatory posts..... keep that shit up. i like it"
25968,"person, person, person, tie, person, tie, tie, tie, person",neutral,white,man,30,25-34 years,bad,img/25968.png,0,what! no i am not asian
25971,"person, cell phone",,,,,,bad,img/25971.png,1,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!"
25983,"tie, person",happy,white,man,34,25-34 years,neutral,img/25983.png,0,"oh, you're tired of my anti-religion posts? why don't you pray for me to stop?"
25984,dog,,,,,,bad,img/25984.png,1,whipepo reading the comments like
25986,person,neutral,white,man,39,35-44 years,bad,img/25986.png,0,nothing more beautiful than ironed clothes
26014,person,fear,latino hispanic,man,32,25-34 years,bad,img/26014.png,1,all women should be believed until one of those bitches accuses a democrat
26018,"person, person, banana, banana, orange, orange",,,,,,good,img/26018.png,0,all these flavors and you choose to be salty
26031,"person, person, person, bottle, knife, bottle, bottle, cup, cup, cup, person, bowl, cup, cup, dining table, spoon, cup, bottle, knife, cup",neutral,asian,man,27,25-34 years,neutral,img/26031.png,0,muslims in a predominantly christian nation christians in a predominantly muslim nation
26034,"person, person, person, person",,,,,,bad,img/26034.png,0,"i'm not only smart, i'm street-smart. oh sure, you're street smart sesame street smart"
26043,person,neutral,asian,man,25,25-34 years,good,img/26043.png,0,love is love is love is love
26049,person,sad,latino hispanic,man,33,25-34 years,neutral,img/26049.png,0,i do not want to hear anymore about gun control from a person who is making it easy for iran to obtain nuclear weapons!!!
26057,person,,,,,,good,img/26057.png,1,"redneck word of the day: ""obama"" i bought a me case of beer and drank it obama self"
26073,person,fear,white,woman,21,18-24 years,bad,img/26073.png,1,wanted : '' fled from the kitchen ''
26078,"person, person",,,,,,neutral,img/26078.png,0,when you look at your check stub and see how much federal and state took you raggedy bitch
26085,,,,,,,good,img/26085.png,0,when i say i gotta go to the bathroom
26087,,,,,,,good,img/26087.png,1,"everytime a moslem stands up in congress and tells us they will change the constitution, impeach our president, or vote for socialism, remember you said you would never forget they said they would destroy us from within"
26095,person,happy,white,man,22,18-24 years,good,img/26095.png,0,when you're going 90 mph in a school zone and the pre-schoolers are crossing the street this is where the fun begins
26137,"person, tie",,,,,,bad,img/26137.png,0,"675 days under investigation, constant media slander, no collusion! this man deserves an apology!"
26140,person,,,,,,neutral,img/26140.png,0,lebron james before he got his hairline fixed
26149,"person, person, cup, cell phone, umbrella, cup, umbrella, bench",,,,,,neutral,img/26149.png,0,one day christians will have to live like this to avoid the mark of the beast are you prepared?
26153,person,happy,white,woman,26,25-34 years,neutral,img/26153.png,1,"when your ex says ""you won't find a b*tch half the woman i am"""
26170,person,happy,middle eastern,man,43,35-44 years,bad,img/26170.png,0,when muslim people use km per hour instead of bomb per allah hu akbaar this is why i bomb people
26174,"person, tie, person",,,,,,bad,img/26174.png,1,a muslim ban would've stopped that
26179,"horse, person, horse",,,,,,bad,img/26179.png,0,woman takes adorable pregnancy announcment photos in a pasture with her horses
26183,person,,,,,,bad,img/26183.png,0,i'm awesome on the piano but i suck on the organ
26184,"tie, person",sad,white,man,28,25-34 years,good,img/26184.png,1,i like pizza cause it doesn't scream when i put it in the oven
26185,person,,,,,,bad,img/26185.png,0,when the cops ask to look in your niqab but they legally can't
26189,"person, cell phone",,,,,,bad,img/26189.png,0,locked out of car outside of planned parenthood office can't go in to ask for a coat hanger
26198,"person, person, person",,,,,,bad,img/26198.png,0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me"
26305,"person, bowl, bowl, oven, knife, person, microwave, knife, bottle, sink",,,,,,good,img/26305.png,0,when you take this girl on a date and she won't stop talking.
26307,"person, tie",happy,latino hispanic,man,29,25-34 years,neutral,img/26307.png,0,here's to all you snowflakes out there who are shocked the president did what he promised to do
26314,bear,,,,,,bad,img/26314.png,0,"don't defile the lineage given to you by your forefathers do what's right, keep it white"
26315,person,fear,black,man,30,25-34 years,bad,img/26315.png,0,when each letter is a mental disorder
26318,person,neutral,white,man,48,45-54 years,bad,img/26318.png,1,when it is namaz time but you see a goat in the middle of the way..
26319,"person, person, person, person",happy,white,man,45,45-54 years,neutral,img/26319.png,1,life handed me lemons so i fucked them and gave them lemon-aids
26340,"person, person, person, person, person, person, person, person, person, person, person, person, person, person",sad,latino hispanic,man,36,35-44 years,neutral,img/26340.png,1,goats can't talk why are so few muslim rapes reported?
26357,"dog, sheep, cow",,,,,,bad,img/26357.png,0,you're the goat
26370,"person, person, person, person, person, person, person",sad,white,man,34,25-34 years,bad,img/26370.png,0,if being a racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbaric cult then i'm a racist
26371,"person, person, person, person, person, couch, person, backpack, person, backpack, person, person, person, person, person, backpack, person",happy,latino hispanic,woman,36,35-44 years,bad,img/26371.png,0,we are all suffering
26374,"sheep, sheep",,,,,,bad,img/26374.png,0,when she's trying her hardest to make you cum but you already visited your favorite goat
26375,person,,,,,,neutral,img/26375.png,0,how many more mass shootings must we orchestrate before you give up your guns?
26378,sheep,,,,,,good,img/26378.png,0,i have no idea what i'm doing with my life
26379,"pizza, pizza, pizza, bowl, bowl, dining table, cup, bowl",,,,,,bad,img/26379.png,0,straight outta oven
26381,,,,,,,bad,img/26381.png,1,"45 goals of communism 26. present homosexuality, degeneracy and promiscuity as ""normal, natural, healthy."""
26385,,,,,,,neutral,img/26385.png,1,islam is a cancer treat it with radiation
26390,"dog, person, car, car, person, car, car, person, car, traffic light",,,,,,neutral,img/26390.png,0,companies when pride month ends
26394,"person, banana",,,,,,neutral,img/26394.png,1,"not sure what's in the fridge, but this dishwasher is about to get a big load"
26405,"person, tie",,,,,,neutral,img/26405.png,0,how they be lurking on your page waiting to pop-up just to disagree
26407,"person, person, person, tie, person, chair, person, chair, chair, person, person, person, person",,,,,,bad,img/26407.png,1,he's making a list and checkin it twice gonna find out who gets deported by ice
26409,"person, horse",,,,,,bad,img/26409.png,0,they arent bad if you raise them properly same goes for pitbulls
26410,"person, car, person, person",,,,,,neutral,img/26410.png,1,"so, you think by being a muslim sympathizer, this will somehow keep us from killing you you are a special kind of stupid"
26417,,,,,,,good,img/26417.png,0,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen
26418,"person, umbrella",,,,,,neutral,img/26418.png,0,4 years for your bachelors? i worked 60 years for my masters
26419,"person, tie",sad,white,man,28,25-34 years,bad,img/26419.png,0,we can never undo the horrible acts he has commited
26438,"person, person, person, person, sports ball, person, person, couch, person, tennis racket, potted plant, baseball bat, person",,,,,,bad,img/26438.png,1,fact: girls are very good at hockey because it's the only sport you can compare with
26459,bird,,,,,,neutral,img/26459.png,0,do you like kids? because i'm going to turn your mouth into a daycare
26478,cow,,,,,,neutral,img/26478.png,0,they are not escaping to find a better life they are invading us to destroy ours
26489,dog,,,,,,neutral,img/26489.png,0,when i grow up... lol nevermind
26490,"car, truck, car",,,,,,bad,img/26490.png,0,cool tanks drive away from explosions without looking back
26493,"person, person, person, person, person, person, person, person, person, person, person, person, person",fear,white,man,30,25-34 years,neutral,img/26493.png,1,"if this is banned in islamic countries, shouldnt this be banned in western countries?"
26495,"person, laptop, book, book, book, book",,,,,,neutral,img/26495.png,1,when your goat tells you she ain't on the pil
26497,"person, horse, backpack",,,,,,neutral,img/26497.png,0,people will do shit like this but lock their door when someone sketchy walk by
26507,"person, tie, person",neutral,latino hispanic,man,31,25-34 years,bad,img/26507.png,0,if you have a fire arm in the house teach your family about gun safety!
26534,"person, car",neutral,latino hispanic,man,31,25-34 years,good,img/26534.png,1,"can't wait for 2019. suspect is a gender fluid , assigned male at birth wearing non gender specific clothing born caucasian,but identifies as a mountain panda"
26538,"person, person, person, cell phone",fear,white,woman,30,25-34 years,good,img/26538.png,0,"when you take your dishwasher to the restaurant, but it starts talking"
26543,"person, umbrella, bird",,,,,,bad,img/26543.png,1,fucking a 5 year old fucking five 1 year olds fucking a dead 1 year old for 5 years
26571,person,angry,white,man,47,45-54 years,good,img/26571.png,0,mother tell your children not to mock my weight
26579,"tie, person",neutral,middle eastern,man,25,25-34 years,good,img/26579.png,0,when you glue your ass shut so your uncle can't rape you survival
26598,person,,,,,,bad,img/26598.png,0,"""ammosexual"" 'cause big guns compensate for small ones"
26708,"person, person, person, person, horse",,,,,,bad,img/26708.png,0,they used to whip slaves back in the day
26709,"person, chair, chair",sad,black,man,33,25-34 years,bad,img/26709.png,1,"when i was in high school i got braces a friend told me, ""you're so black, even your teeth are behind bars,"""
26715,person,,,,,,bad,img/26715.png,0,bf takes me to french restaurant i'll have the chicken strips please
26735,"bear, cat",,,,,,neutral,img/26735.png,1,"you pick cotton to get to it because it's white, it works, and why don't black people like aspirin?"
26741,"person, tie, clock, clock, clock, clock, cup, bottle",angry,white,man,47,45-54 years,bad,img/26741.png,0,on behalf of nsw go f@#k yourself queensland
26750,"person, bicycle, person, handbag, handbag, bench, bicycle, boat",,,,,,bad,img/26750.png,0,on my way to the maury show for the 8th time
26759,person,sad,white,woman,30,25-34 years,bad,img/26759.png,1,that look when you wanna cut a bitch but you remember your a changed man
26784,person,happy,white,man,38,35-44 years,good,img/26784.png,1,black people: *exist* lmm: it's free real estate
26794,"person, person, person, person, person, person, person, person, handbag",,,,,,bad,img/26794.png,0,feel that? it used to belong to bruce jenner
26795,"person, truck",neutral,latino hispanic,man,44,35-44 years,bad,img/26795.png,0,i put brake fluid in my meth... now i can stop whenever i want
26803,"person, person, person, person",happy,white,man,36,35-44 years,neutral,img/26803.png,0,"oompa loompa doompeda dee! if you hit that, it will burn when you pee!"
26831,"person, person, person, person, person",,,,,,bad,img/26831.png,1,making mashed potatoes
26835,bear,,,,,,bad,img/26835.png,1,rip harambe black lives matter
26839,"person, person, person",neutral,latino hispanic,woman,28,25-34 years,bad,img/26839.png,1,"1 little, 2 little, 3 little ni99ers"
26841,person,,,,,,bad,img/26841.png,0,steak recipe: 1. destroy someone
26890,"person, toothbrush",,,,,,neutral,img/26890.png,1,"let me get this ""straight"" muslims hate...- me- want to kill ..-me- so i gotta give up... my guns?"
26894,"person, tie, person",,,,,,bad,img/26894.png,0,"hmmm, that new wife smell"
26903,person,,,,,,good,img/26903.png,0,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""
26905,"person, person",happy,middle eastern,man,27,25-34 years,bad,img/26905.png,1,thanks trump for my new job making america white again
26930,"car, person, person, person, person, person, person, person, person, person, car, person, person, person, person, person, handbag",,,,,,bad,img/26930.png,0,"african american leaders organizing the la riots april 29, 1992"
26940,,,,,,,neutral,img/26940.png,0,"""if a dishwasher wore pants, would it wear them like this or like this"""
26945,,,,,,,neutral,img/26945.png,0,i cant compare my love of bacon to anything because bacon is the standard that i compare all else to
26947,"person, person, book, laptop",,,,,,bad,img/26947.png,1,why isn't my drain working? probably cause the pipes black
26950,,,,,,,neutral,img/26950.png,1,a good american is a dead american
26973,person,,,,,,bad,img/26973.png,0,ever notice that everything deemed evil by god liberals are for?
26980,"donut, teddy bear",,,,,,bad,img/26980.png,0,myth: gingers don't have souls fact: gingers earn a freckle for everey soul they steal
26983,person,,,,,,bad,img/26983.png,0,rollin' they see me hatin' they be
26984,"person, chair, person, handbag, chair, clock",surprise,middle eastern,man,29,25-34 years,bad,img/26984.png,1,what you imagine when you're on a plane and you hear the person behind you say allahu akbar
26987,person,,,,,,bad,img/26987.png,0,"muslim terrorist, spy anti semite the poster child of the left"
27014,vase,,,,,,neutral,img/27014.png,0,proof you can be a fruit and a vegetable
27016,"person, donut, dining table, bowl",,,,,,bad,img/27016.png,1,loves me some boneless jungle ham
27034,"person, tie, person, tie, person, person, person, person",,,,,,bad,img/27034.png,1,record black employment record black welfare record black imprisonment
27038,person,,,,,,neutral,img/27038.png,1,when you ask the jewsih girl for her number and she starts rolling up her sleeve
27041,"person, person, person",,,,,,bad,img/27041.png,0,your are a solder ready to die for your country
27043,"person, person, person, tie, person, person, person, tie, person",fear,middle eastern,man,48,45-54 years,good,img/27043.png,0,and i even got a job in congress! these americans are so stupid!!! yep.........and then i beat the usa immigration sytem by marrying my own brother!
27048,person,,,,,,bad,img/27048.png,0,handjobs sold seperately
27056,person,,,,,,bad,img/27056.png,1,has one night stand but way too many books to fit on it
27058,"boat, person, person, person, person",,,,,,bad,img/27058.png,1,where's jaws when you need him ?
27059,,,,,,,bad,img/27059.png,1,chicks be like the blacker the berry the sweeter the juice
27068,"person, person",,,,,,bad,img/27068.png,1,he went to jihad's
27069,"person, horse, horse, dog, horse, horse, sheep, horse, horse",,,,,,bad,img/27069.png,1,amsterdam red light district isalamabad red light district
27083,"person, person, person",,,,,,bad,img/27083.png,1,never wear gloves when operating rotating machinery retard
27106,person,,,,,,good,img/27106.png,0,i said i wanted to see his kids so he came in my eye
27134,"person, vase",,,,,,bad,img/27134.png,1,because of trump walmart is selling american made appliances again
27139,"person, airplane, handbag, bird",,,,,,bad,img/27139.png,0,new military drone to fight isis it explodes on penatration
27150,person,,,,,,bad,img/27150.png,0,kick them out of country
27153,"person, person, tennis racket, cake",,,,,,bad,img/27153.png,1,men's shaving map transbender shaving map
27156,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, person, sheep",happy,middle eastern,man,35,35-44 years,bad,img/27156.png,0,meanwhile at the isis strip club
27163,dog,,,,,,good,img/27163.png,1,i think i've found a vaccine for being a faggot it's called pancuronium bromide
27169,"person, person, person, person, person, car, person",neutral,white,man,22,18-24 years,neutral,img/27169.png,1,they are not escaping to find a better life they are invading us to destroy ours
27185,"person, person, couch",,,,,,bad,img/27185.png,0,when you have a small dick and tell a jewish girl to suck it i can't
27304,"dog, suitcase",,,,,,bad,img/27304.png,0,what a cute little baby bacon
27308,"person, tie",happy,white,man,26,25-34 years,bad,img/27308.png,1,a typical white man
27318,"person, car, person, person, person, car, car, person, traffic light, person, person",happy,asian,woman,32,25-34 years,bad,img/27318.png,0,over heard my daughter telling her friend she was curious what it would be like to date a black guy so ... i showed her!
27341,"person, wine glass, person, frisbee",angry,white,man,29,25-34 years,bad,img/27341.png,1,"no one: white cops: he's black, so i'm assuming that he's evil"
27351,"person, cup",,,,,,bad,img/27351.png,0,at least hitler could use an oven
27360,person,,,,,,bad,img/27360.png,0,five finger meth punch
27365,person,neutral,middle eastern,man,47,45-54 years,neutral,img/27365.png,0,oh you're offended i'm sure i have some thicker skin for you in the back
27385,"person, person, person, person, person, person, person, person, person, person",,,,,,neutral,img/27385.png,0,not all black people are criminals
27391,"tie, person",,,,,,bad,img/27391.png,1,i said glass of juice not gas the jews
27395,,,,,,,bad,img/27395.png,0,i bet they make squeaky toy sounds when they fuck
27398,cat,,,,,,bad,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you!"
27401,"person, person, person, person, tie, person, cell phone, handbag",,,,,,bad,img/27401.png,0,for the last time.. i'm not michelle obama
27405,person,neutral,black,man,40,35-44 years,bad,img/27405.png,1,halal... is it meat you're looking for?
27416,,,,,,,neutral,img/27416.png,1,bitches out there sucking unemployed dick swallowing insufficient funds
27418,"person, person, handbag, baseball glove",happy,latino hispanic,man,28,25-34 years,bad,img/27418.png,0,people love whoever
27430,person,,,,,,bad,img/27430.png,0,both men and women sacrificed in different ways but it was all to protect their comfortable home
27436,"person, person, person, person, person, person, person, person, chair, cell phone, chair, person",,,,,,neutral,img/27436.png,0,"""i'll have to resign"" and then i said do i look like i give a fuck?!"
27438,person,,,,,,bad,img/27438.png,1,you can kill muslims but you can't kill islam
27461,,happy,white,man,37,35-44 years,bad,img/27461.png,1,so you think we should import muslims.. did your grandfather import nazis
27468,"person, person, person, person, person, person, person, person, person, person, person",sad,white,man,31,25-34 years,bad,img/27468.png,1,when the squad is about to get lit..
27480,person,angry,middle eastern,man,31,25-34 years,bad,img/27480.png,0,"the face you make when you don't understand what ""stop resisting"" means"
27489,person,neutral,white,woman,28,25-34 years,bad,img/27489.png,0,how do we destroy the patriarchy? it's simple. we eat it
27490,person,,,,,,bad,img/27490.png,0,"he's the man, baby !"
27501,"person, person, person, person",,,,,,good,img/27501.png,1,muslims are idiots!!! muhammad was a pig that's the truth folks! allah is that pig's penis!!!
27503,person,surprise,white,woman,30,25-34 years,neutral,img/27503.png,0,when you shit an anaconda and feel the last inch disconnect from your soul
27514,dog,,,,,,bad,img/27514.png,1,someone get me the goddamn tranny mulcher
27518,person,,,,,,bad,img/27518.png,0,"what's the difference between oral sex and anal sex? a: oral sex makes your day, but anal sex makes my hole weak"
27534,"person, person, person, person, person, bench, person",,,,,,bad,img/27534.png,1,understanding the difference nazism hollywood's inverted depiction of national socialism national socialism
27563,"person, person, tie, tie, person, person, person, person, person",angry,latino hispanic,man,35,35-44 years,bad,img/27563.png,1,when you're so racist you won't even hire white guys to commit fake white hate crimes against yourself!
27568,person,neutral,black,man,26,25-34 years,neutral,img/27568.png,0,close up portrait of a serious black man
27591,"person, tie, motorcycle, person",,,,,,good,img/27591.png,1,klu klux kar insurance we know it was dark and you just didn't see him
27603,"person, person, person, person, person, person, tie",,,,,,bad,img/27603.png,1,wear a full burqa and nobody says anything change the cloth to white and everyone loses their mind
27604,person,,,,,,good,img/27604.png,1,girls are like jelly beans they're all good. except the black ones
27605,"person, person, person, tie, tie, tie",fear,asian,man,33,25-34 years,neutral,img/27605.png,0,lyin' thinking about lyin' really lyin' just got done lyin'
27608,person,,,,,,bad,img/27608.png,0,ilhan omar a powerful woman of color
27613,"person, person, person, person, tie, person, person, person",sad,asian,man,28,25-34 years,bad,img/27613.png,0,april 15th is coming... bitches better have my money... memegenerator.ne bitches better have my money.
27630,"person, boat, person, person, person, person",,,,,,bad,img/27630.png,0,beep beep motherfucker
27634,"person, person",,,,,,bad,img/27634.png,0,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens
27648,"kite, person, person, person, person, person, kite, person, kite, kite, person, kite, kite, person, person, kite, kite, kite, kite, kite, person, kite, person, kite, kite, kite, kite, kite, kite, kite, person",,,,,,good,img/27648.png,0,when you finally graduate in a school in the usa
27685,,,,,,,neutral,img/27685.png,1,go back to sleep your government is in control
27801,"person, person",neutral,white,man,28,25-34 years,bad,img/27801.png,0,i'm smoking cones and i just found buzzs shard you'd better come out and stop me!
27803,person,,,,,,good,img/27803.png,0,"ilhan omar has vowed that on her first day in congress she will conduct a muesli ritual ""to cleanse the chamber of the right wing evils"" share to say she's the evil one"
27806,person,,,,,,good,img/27806.png,0,why don't i get sunburnt? because prisons are indoors
27810,"person, truck",,,,,,neutral,img/27810.png,1,"shoot boy, i ain't racist i've got four black tires and a color tv"
27816,"person, donut, person, donut, donut, donut, vase, cake",happy,black,man,32,25-34 years,neutral,img/27816.png,0,black people anything that doesn't belong to them
27835,,,,,,,bad,img/27835.png,0,saddle up motherfuckers it's time to play cowboys
27836,"person, person, person, person, person, person, tie, tie, tie, tie, bottle",,,,,,bad,img/27836.png,1,there's a joke in here somewhere? a indian a socialist a smeller a mistress a homosexual and a terrorist lover walk into a bar.
27843,"person, person, person, bird, person, surfboard, cat",happy,white,woman,31,25-34 years,bad,img/27843.png,1,a transgendered 4 year old is like a vegan cat we all know who is making their lifestyle choices
27854,"person, bicycle, person, motorcycle, tie",,,,,,bad,img/27854.png,0,are you bored? let's watch tv
27856,,,,,,,bad,img/27856.png,1,"mexicans hugging and kissing walls and fences, to show their love for border controls"
27860,"person, person",happy,asian,man,47,45-54 years,bad,img/27860.png,1,breastfeed a 42 year old expelled from kfc for breastfeeding her 42-year-old son shit white people do
27864,"person, tie",sad,white,man,28,25-34 years,bad,img/27864.png,1,hey volks...im back ? did jew miss me ?
27891,person,,,,,,good,img/27891.png,0,deep the stupid runs swallow your mother should have
27895,"person, pizza",sad,latino hispanic,woman,33,25-34 years,good,img/27895.png,0,"""nevr forget"" - you said... we didn't forget and we are fighting this together"
27901,"person, person, person, person, skateboard",sad,white,man,31,25-34 years,bad,img/27901.png,0,fresh out of bradford bomb jovi
27905,person,neutral,indian,man,26,25-34 years,bad,img/27905.png,0,i'm what the new working man looks like'
27913,person,neutral,white,man,29,25-34 years,good,img/27913.png,0,a boner is like a thumbs up from your balls to whatever you're thinking about
27914,"person, person",neutral,middle eastern,man,32,25-34 years,bad,img/27914.png,0,"when you're stressed, you eat ice cream, cake, chocolate & sweets, why? because stressed spelled backwards is desserts mind = blown.]"
27915,person,happy,white,woman,27,25-34 years,neutral,img/27915.png,0,classic photo of anne frank
27918,"person, person",,,,,,bad,img/27918.png,0,you're asking people for 5 cents a day? but you had money to fly here and make a commercial?
27934,"person, person, person",,,,,,bad,img/27934.png,0,is that guy hurting a goat? let's stop this animal abuse
27943,"person, person, person, person",,,,,,bad,img/27943.png,0,batman! thank god you've arrived!
27946,"person, handbag, person, potted plant, potted plant, potted plant, handbag, cell phone",,,,,,bad,img/27946.png,1,cadbury's halal creme eggs  now available in special edition
27948,person,happy,white,woman,32,25-34 years,good,img/27948.png,0,"when she says ""don't cum in me"" but but you know she'll make a great single mother"
27950,horse,angry,indian,man,32,25-34 years,good,img/27950.png,0,"yes, this is she"
27953,,,,,,,bad,img/27953.png,1,i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her
27956,"person, frisbee",neutral,white,man,22,18-24 years,bad,img/27956.png,1,companies when pride month ends:
27963,,,,,,,bad,img/27963.png,0,oh how cute.... a guinea pig.
27965,"person, person",happy,black,woman,31,25-34 years,bad,img/27965.png,1,a head diaper is required when you have shit for brains
27981,"cup, cat",,,,,,bad,img/27981.png,0,when you're on your lunch break considering not going back
27986,person,fear,asian,woman,32,25-34 years,bad,img/27986.png,0,even i can see you're a cunt
28019,"person, person",,,,,,bad,img/28019.png,1,they want this not beause they love you they need to mix breed to preserve their species
28039,person,neutral,middle eastern,man,33,25-34 years,bad,img/28039.png,0,"feeling awesome, might hike later, idk"
28043,"pizza, cup, person",,,,,,good,img/28043.png,0,i don't play
28045,"person, person, bicycle, backpack, bicycle, bicycle, person, handbag, person, person, person, person",,,,,,neutral,img/28045.png,0,that is so wrong! should wear a helmet
28046,"person, person, person, person, person, person, person, person, person, person, person",,,,,,bad,img/28046.png,1,literally me on social media *respect womens* me in irl *bang dishwashers* *respect womens*
28049,"person, tie",neutral,white,man,43,35-44 years,bad,img/28049.png,0,mandatory work without exemptions. i do nazi see the problem..
28051,person,,,,,,neutral,img/28051.png,0,portrait of a psychopath
28059,person,,,,,,bad,img/28059.png,0,good morning sleepyhead
28061,"person, person, person, skateboard",,,,,,bad,img/28061.png,0,just because they do this dosen't mean they'll do this
28063,"person, person, person, person, handbag, person, handbag, book, person, book, cell phone, person, person, person, tie, cell phone, cell phone",happy,black,woman,32,25-34 years,bad,img/28063.png,0,let's take out the trash impeach both
28067,person,,,,,,neutral,img/28067.png,0,i remember when your mom dropped you off to school she got a fine for littering
28074,"person, person, tie, tie",neutral,black,man,26,25-34 years,bad,img/28074.png,0,you know you're official when your friend invites you to church
28076,"wine glass, wine glass, wine glass, person, person, person, wine glass, person, cup, person, cup, wine glass, wine glass, dining table",fear,white,man,26,25-34 years,bad,img/28076.png,0,jolo jew only live once
28096,person,angry,white,man,19,18-24 years,bad,img/28096.png,0,this is for all you nosey fuckers that only follow me to tattle on me. fuck you!
28134,"tie, person, person, person, person, tie, person, person, person, tie, tie, tie, tie, person, tie, person, tie, person, person, tie, person, person, person, person, tie",sad,white,man,25,25-34 years,neutral,img/28134.png,1,why do white people smell like bologna?
28146,person,,,,,,good,img/28146.png,0,cold beer on a cold night
28147,person,sad,asian,man,35,35-44 years,neutral,img/28147.png,0,this person wants to use the same restroom as her gender. liberals want to compromise
28154,"person, person, person, person, person, person, person, person",sad,white,man,26,25-34 years,bad,img/28154.png,1,we can kill as many as we want and your stupid government keeps bringing us in
28157,baseball bat,,,,,,neutral,img/28157.png,0,i gave that bitch a plunger 'cause bitches love bringing up old shit
28160,"person, person, person, horse, person, person, person, person, horse, horse",,,,,,bad,img/28160.png,0,saddle up boys! it's time to play cowboys
28163,"person, tie",fear,middle eastern,man,29,25-34 years,bad,img/28163.png,0,god wasted a good asshole when he put teeth in your mouth
28173,"person, handbag, person",,,,,,bad,img/28173.png,1,"ah, i think may have found the problem you appear to be a f*male"
28175,"person, cup, dining table",,,,,,bad,img/28175.png,1,how do i like my eggs? same as i like my niggers beaten and separated from the whites
28195,"person, person, person, person, person, person, person, person, tie, person, person, person, person, person, tie",neutral,black,man,32,25-34 years,bad,img/28195.png,0,"gotta be careful who you fuck with. people will learn you, just to hurt you"
28197,skis,neutral,middle eastern,man,34,25-34 years,bad,img/28197.png,1,cheap shoes for sale.. pick up.... christchurch mosque
28315,"person, person",angry,middle eastern,man,41,35-44 years,bad,img/28315.png,0,the flavor in this dish was nonexistent customers started a religion just to believe it was there
28317,"person, tie, laptop, book",,,,,,bad,img/28317.png,0,tries to send killers to kill dante in dantes inferno
28319,"person, scissors, fork, spoon, bowl, scissors, fork, spoon, scissors, scissors, spoon",,,,,,bad,img/28319.png,0,ramadan begins may 27 bombathon ends june 24
28360,"person, tie, person, car, person, person, person",happy,white,man,39,35-44 years,good,img/28360.png,0,the pope says trump is not a christian because christians dont build walls vatican walls are 40 feet high
28369,person,fear,white,man,31,25-34 years,good,img/28369.png,0,brother.... a day without peace is a day wasted
28374,"person, person, person, person, person, person, handbag, cell phone, person, person, person, remote",neutral,latino hispanic,man,28,25-34 years,bad,img/28374.png,0,loving parents
28391,"person, vase",neutral,black,man,24,18-24 years,bad,img/28391.png,1,you'll see both of the pics similar close your eyes 50
28395,"bird, bird, bear",,,,,,bad,img/28395.png,0,show me a better date. i'll wait...
28397,bear,,,,,,bad,img/28397.png,0,this is you liking ur own fb post
28401,"person, cup, chair, cup, dining table, book, handbag, cup",,,,,,bad,img/28401.png,0,when you're at a party and no one wants to talk about fishing
28403,person,,,,,,neutral,img/28403.png,0,when she wants someone to sweep her off her feet
28405,"car, car, person, cell phone",happy,white,woman,31,25-34 years,bad,img/28405.png,0,white people already paid reparations
