id,text,sentiment_analysis
26314,"don't defile the lineage given to you by your forefathers  do what's right, keep it white",bad
26315,when each letter is a mental disorder,bad
26318,when it is namaz time but you see a goat in the middle of the way...,bad
26319,life handed me lemons so i fucked them and gave them lemon-aids,neutral
26340,goats can't talk  why are so few muslim rapes reported?,neutral
26347,"The text in the image reads:  ""indians evolution after 15august1947""",bad
26357,you're the goat,bad
26358,charcoal mask. looks cool. tastes weird,bad
26370,if being a racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbaric cult  then i'm a racist,bad
26371,we are all suffering,bad
26374,when she's trying her hardest to make you cum but you already visited your favorite goat,bad
26375,how many more mass shootings must we orchestrate before you  give up your guns?,neutral
26378,i have no idea what i'm doing with my life,good
26379,"The text in the image says ""straight outta oven.""",bad
26381,"45 goals of communism  26. present homosexuality, degeneracy and promiscuity as ""normal, natural, healthy.""",bad
26385,"The text in the image reads:  ""islam is a cancer treat it with radiation""",neutral
26390,companies when pride month ends  We support no on prop 8,neutral
26391,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich""",neutral
26394,"not sure what's in the fridge, but this dishwasher is about to get a big load",neutral
26397,there are still parts of the world where people celebrate capital punishment,bad
26405,how they be lurking on your page  waiting to pop-up just to disagree,neutral
26407,he's making a list and checkin it twice gonna find out who gets deported by ice,bad
26409,they aren't bad if you raise them properly  same goes for pitbulls,bad
26410,"so, you think by being a muslim sympathizer, this will somehow keep us from killing you  you are a special kind of stupid",neutral
26417,left lanes need to exit right right lanes need to exit left  here's 300 feet. make it happen.,good
26418,4 years for your bachelors?  i worked 60 years for my masters,neutral
26419,"The text in the image reads:  ""we can never undo the horrible acts he has commited""",bad
26438,fact: girls are very good at hockey  because it's the only sport you can compare with,bad
26439,"The text in the image reads:  ""parental opioid use has negative effect on children's intelligence""",bad
26453,"a ww2 jewish prisoner trying to escape the auchschwitz showers (1943, colorized)  wwii jew escaping hitler's rath",bad
26459,do you like kids? because i'm going to turn your mouth into a daycare.,neutral
26478,they are not escaping to find a better life they are invading us to destroy ours,neutral
26489,when i grow up...  lol nevermind,neutral
26490,cool tanks drive away from explosions without looking back,bad
26493,"if this is banned in islamic countries,  shouldnt this be banned in western countries?",neutral
26495,when your goat tells you she ain't on the pil,neutral
26497,people will do shit like this but lock their door when someone sketchy walk by,neutral
26507,if you have a fire arm in the house  teach your family about gun safety!,bad
26531,"The text in the image reads:  ""millions of kills, 1 death what a fucking camper""",bad
26534,can't wait for 2019. suspect is a gender fluid assigned male at birth wearing non gender specific clothing born caucasian but identifies as a mountain panda,good
26537,i love to run,neutral
26538,"when you take your dishwasher to the restaurant, but it starts talking",good
26543,"The text in the image is:  ""fuckin a 5 year old fuckin five 1 year olds fuckin a dean 1 year old for 5 years""",bad
26547,that's the way allah allah i like it,bad
26549,hmm today i will commit 50% of all violent crimes despite being only 13% percent of the population  being opressed time,good
26571,mother  tell your children not to mock my weight,good
26573,man: i'd like her the way she is,neutral
26579,when you glue your ass shut so your uncle can't rape you  survival.,good
26598,"""ammosexual""  'cause big guns compensate for small ones",bad
26708,they used to whip slaves back in the day,bad
26709,"when i was in high school i got braces a friend told me,  ""you're so black, even your teeth are behind bars,""",bad
26715,bf takes me to french restaurant  i'll have the chicken strips please,bad
26735,"you pick cotton to get to it because it's white, it works, and why don't black people like aspirin?",neutral
26738,blacks are musical they always love a good beat,neutral
26741,on behalf of nsw  SAN DIEGO NEW YORK LONDON TOKYO  go f@#k yourself queensland,bad
26750,on my way to the maury show for the 8th time,bad
26759,that look when you wanna cut a bitch but you remember your a changed man,bad
26781,vacation on a train  it is long but it is beautiful try it,bad
26784,black people: *exist* Imm: it's free real estate,good
26794,feel that? it used to belong to bruce jenner,bad
26795,i put brake fluid in my meth...  now i can stop whenever i want.,bad
26803,"oompa loompa doompeda dee! if you hit that, it will burn when you pee!",neutral
26831,making mashed potatoes,bad
26835,The text in the image is:  - rip harambe - black lives matter,bad
26839,"1 little, 2 little, 3 little ni99ers",bad
26841,steak recipe: 1. destroy someone,bad
26890,"let me get this ""straight"" muslims hate...- me- want to kill..-me- so i gotta give up... my guns?",neutral
26891,today we're making vegetable soup!  the most disturbing thing i've seen all day..,good
26894,"hmmm, that new wife smell",bad
26903,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",good
26905,"The text in the image says:  ""thanks trump for my new job making america white again""",bad
26910,"""they are the biggest terrorists in the history of the world. we have entire history of books showing this data""",good
26914,new implant allows muslims to speak directly with allah  apply to forehead,neutral
26930,"african american leaders organizinging the la riots april 29, 1992",bad
26940,"""If a dishwasher wore pants, would it wear them like this or like this""",neutral
26943,my incesters built this country!!!!,bad
26945,I can't compare my love of bacon to anything because bacon is the standard that I compare all else to,neutral
26947,why isn't my drain working? probably cause the pipes black,bad
26950,a good american is a dead american,neutral
26973,ever notice that everything deemed evil by god  liberals are for?,bad
26980,myth: gingers don't have souls  fact: gingers earn a freckle for every soul they steal,bad
26983,rollin' they see me hatin' they be,bad
26984,what you imagine when you're on a plane  and you hear the person behind you say allahu akbar,bad
26985,i just heard my girlfriend is pregnant,bad
26987,"muslim terrorist, spy anti semite  the poster child of the left.",bad
27014,proof you can be a fruit and a vegetable,neutral
27016,loves me some boneless jungle ham,bad
27034,record black employment  record black welfare  record black imprisonment,bad
27038,when you ask the jewsih girl for her number  and she starts rolling up her sleeve,neutral
27041,your are a solder ready to die for your country,bad
27043,and i even got a job in congress! these americans are so stupid!!!  yep........and then i beat the usa immigration sytem by marrying my own brother!,good
27048,handjobs sold seperately,bad
27056,has one night stand but way too many books to fit on it,bad
27058,where's jaws when you need him?,bad
27059,chicks be like the blacker the berry the sweeter the juice,bad
27068,he went to jihad's,bad
27069,The text in the image is:  - Amsterdam Red Light District - Girls Girls Girls - Islamabad Red Light District,bad
27083,never wear gloves when operating rotating machinery  retard,bad
27105,german fireworks,bad
27106,i said i wanted to see his kids  so he came in my eye,good
27134,because of trump walmart is selling american made appliances again,bad
27139,new military drone to fight isis  it explodes on penatration,bad
27150,kick them out of country,bad
27153,"The text in the image reads:  - ""men's shaving map"" - ""transbender shaving map""",bad
27156,meanwhile at the isis strip club,bad
27163,i think i've found a vaccine for being a faggot  it's called pancuronium bromide,good
27169,they are not escaping to find a better life  they are invading us to destroy ours.,neutral
27180,inbred you are cat piss you smell like,bad
27185,when you have a small dick and tell a jewish girl to suck it  i can't,bad
27195,there's a reason we keep the beer in the bottom of the cooler,bad
27304,what a cute little baby bacon,bad
27308,"The text in the image says ""a typical white man.""",bad
27309,"what is up with black people  they're not black, or people",neutral
27318,over heard my daughter telling her friend she was curious what it would be like to date a black guy  so … i showed her!,bad
27341,"no one: white cops: he's black, so I'm assuming that he's evil",bad
27351,at least hitler could use an oven,bad
27360,five finger meth punch,bad
27365,oh you're offended  i'm sure i have some thicker skin for you in the back,neutral
27384,that face you make  when you're a bully and just got beat up by a girl,bad
27385,"The text in the image says:  ""not all black people are criminals""",neutral
27391,"The text in the image reads:  ""I said glass of juice not gas the Jews""",bad
27395,i bet they make squeaky toy sounds when they fuck,bad
27398,"if you believe that,  Gray Goat Farm Pasture-Raised Goat & Sheep's Milk Cheeses Organic Milk Farmer's Cheese & Dairy Products  FRESH & DELICIOUS  I've got a virgin goat to sell you!",bad
27401,for the last time.. i'm not michelle obama.,bad
27405,halal... is it meat you're looking for?,bad
27408,she's chilling with her new purchases,bad
27410,party tonight? i'm down,bad
27416,bitches out there sucking unemployed dick swallowinging insufficient funds,neutral
27418,people love whoever,bad
27430,both men and women sacrificed in different ways but it was all to protect their comfortable home.,bad
27436,"""I'll have to resign""  and then I said  do I look like I give a fuck?!",neutral
27438,you can kill muslims but you can't kill islam,bad
27461,so you think we should import muslims. did your grandfather import nazis,bad
27468,when the squad is about to get lit...,bad
27480,"the face you make when you don't understand what  ""stop resisting"" means",bad
27485,that's the way allah allah i like it!!!,bad
27489,how do we destroy the patriarchy?  it's simple. we eat it,bad
27490,"he's the man, baby!",bad
27496,"personal stylist $15,000 / week makeup artist $4,000 / month  makeup artist $4,000 / month i can't tell the difference",neutral
27498,who's gonna make the sandwiches? what do we do with all these sandwiches?,bad
27501,"The text in the image is:  ""muslims are idiots!!! muhammad was a pig that's the truth folks! allah is that pig's penis!!!""",good
27503,when you shit an anaconda  and feel the last inch disconnect from your soul,neutral
27506,ladies and gents i present you with miss islam 2015 contenders,bad
27514,someone get me the goddamn tranny mulcher,bad
27518,"what's the difference between oral sex and anal sex?  a: oral sex makes your day, but anal sex makes my hole weak.",bad
27519,"note to americans: we behead our own  so keep on ""tolerating us"" until we take over your country",neutral
27534,understanding the difference nazism  hollywood's inverted depiction of national socialism  national socialism,bad
27548,illegal immigration the cowboy way we'll know them if they try to come back in!,good
27563,when you're so racist you won't even hire white guys to commit fake white hate crimes against yourself!,bad
27568,close up portrait of a serious black man,neutral
27580,showinging off my new tat,bad
27591,klu klux kar insurance  we know it was dark and you just didn't see him,good
27603,wear a full burqa and nobody says  anything change the cloth to white and everyone loses their mind,bad
27604,girls are like jelly beans  they're all good. except the black ones,good
27605,lyin'  thinking about lyin'  really lyin just got done lyin',neutral
27608,ilhan omar a powerful woman of color,bad
27613,april 15th is coming...  bitches better have my money..,bad
27614,maybe if you think before you act  you'd be treated better,good
27630,beep beep motherfucker,bad
27634,yes i'm trying to divide the country  i'm dividing the illegals from the actual citizens,bad
27635,"The text in the image is:  - ""dat ass"" - ""ahmarbkrich*d""",bad
27648,when you finally graduate in a school in the usa,good
27659,when ur too young to know racism but ur happy cause u got a new pet,neutral
27685,go back to sleep your government is in control,neutral
27801,I'm smoking cones and i just found buzz shard you'd better come out and stop me!,bad
27803,"Ilhan Omar has vowed that on her first day in Congress she will conduct a muesli ritual  ""to cleanse the chamber of the right wing evils"" share to say she's the evil one",good
27806,why don't i get sunburnt? because prisons are indoors,good
27810,"shoot boy, i ain't racist  i've got four black tires and a color tv",neutral
27816,black people anything that doesn't belong to them,neutral
27835,saddle up motherfuckers  it's time to play cowboys,bad
27836,there's a joke in here somewhere? a indian a socialist a smeller a mistress a homosexual and a terrorist lover walk into a bar..,bad
27843,a transgendered 4 year old is like a vegan cat we all know who is making their lifestyle choices,bad
27854,are you bored?  let's watch tv,bad
27856,"mexicans hugging and kissing walls and fences, to show their love for border controls",bad
27860,breastfeed a 42 year old  expelled from KFC for breastfeeding her 42-year-old son  shit white people do,bad
27861,what i say about the gunman every time there's a mass shooting,bad
27864,"The text in the image is:  ""hey volks...im back? did jew miss me?""",bad
27891,deep the stupid runs swallow your mother should have,good
27895,"""nevr forget"" - you said... we didn't forget and we are fighting this together",good
27901,fresh out of bradford  bomb jovi,bad
27905,I'm what the new working man looks like',bad
27913,a boner is like  a thumbs up from your balls to whatever you're thinking about,good
27914,"when you're stressed, you eat ice cream, cake, chocolate & sweets, why?  because stressed spelled backwards is desserts mind = blown.",bad
27915,"The text in the image reads:  ""classic photo of anne frank""",neutral
27918,you're asking people for 5 cents a day? but you had money to fly here and make a commercial?,bad
27934,is that guy hurting a goat? let's stop this animal abuse,bad
27943,batman! thank god you've arrived!,bad
27946,cadbury's halal creme eggs now available in special edition,bad
27948,"when she says ""don't cum in me""  but but you know she'll make a great single mother",good
27950,"yes, this is she",good
27953,I was chatting this liberal chick in a bar who told me that I should be more open to Muslim culture  so I raped her,bad
27956,companies when pride month ends:,bad
27960,oops. broke the dishwasher again,bad
27963,oh how cute....   a guinea pig..,bad
27965,a head diaper is required when you have shit for brains,bad
27980,when the vegetables are 2 for the price of 1,bad
27981,when you're on your lunch break considering not going back,bad
27986,even i can see you're a cunt,bad
28017,say it! say it!  islam is the religion of peace,good
28019,they want this not beause they love you  they need to mix breed to preserve their species,bad
28039,"feeling awesome, might hike later, idk",bad
28043,i don't play,good
28045,that is so wrong! should wear a helmet,neutral
28046,"The text in the image is:  - ""literally me on social media"" - ""respect women's"" - ""me in irl"" - ""hang dishwashers""",bad
28049,mandatory work without exemptions.  i do nazi see the problem...,bad
28051,The text in the image reads:  portrait of a psychopath,neutral
28059,good morning sleepyhead,bad
28061,just because they do this  dosen't mean they'll do this,bad
28063,let's take out the trash  impeach both,bad
28067,i remember when your mom dropped you off to school  she got a fine for littering,neutral
28074,you know you're  official when your friend  invites you to church,bad
28076,jolo jew only live once,bad
28096,this is for all you nosey fuckers  that only follow me to tattle on me. fuck you!,bad
28134,why do white people smell like bologna?,neutral
28146,cold beer on a cold night,good
28147,this person wants to use the same restroom as her gender. liberals want to compromise.,neutral
28154,we can kill as many as we want and your stupid government keeps bringing us in,bad
28157,i gave that bitch a plunger 'cause bitches love bringing up old shit,neutral
28160,saddle up boys! it's time to play cowboys,bad
28163,god wasted a good asshole  when he put teeth in your mouth,bad
28173,"ah, i think may have found the problem you appear to be a f* male",bad
28175,how do i like my eggs? same as i like my niggers beaten and separated from the whites,bad
28190,when finishing a race is your passion,bad
28195,"gotta be careful who you fuck with.  people will learn you, just to hurt you",bad
28196,"the woman you met who admits she's wrong, apologizes and changes her ways",good
28197,cheap shoes for sale.. pick up.... christchurch mosque,bad
28315,the flavor in this dish was nonexistent  customers started a religion just to believe it was there,bad
28317,tries to send killers to kill dante in dantes inferno,bad
28319,ramadan begins may 27  bombathon ends june 24,bad
28360,the pope says trump is not a christian because christians don't build walls. vatican walls are 40 feet high,good
28369,"The text in the image says:  ""brother... a day without peace is a day wasted""",good
28374,loving parents,bad
28391,you'll see both of the pics similar  close your eyes 50,bad
28395,show me a better date. i'll wait....,bad
28396,doesn't wear tampons  because she trips over the string,bad
28397,this is you liking ur own fb post,bad
28401,when you're at a party  and no one wants to talk about fishing,bad
28403,when she wants someone to sweep her off her feet.,neutral
28405,white people already paid reparations,bad
28406,when she gives you that look,bad
28431,if i become a superhero would i be an ex-men or a trans-former,neutral
28435,they have no where to live makes special camp spots just for them,neutral
28436,socialism. ... people line up waiting for bread.  capitalism. ... bread is lined up waiting for people. see the difference,bad
28437,they can kill the messenger but they can't kill the message,bad
28439,"The text in the image reads:  ""i'z elijah cummings massa i be's a good party of slavery house negro""",bad
28450,it was at this moment jacob knew  he fucked up,bad
28451,"i didn't have kids so others could take care of them while i ""enjoy"" life  everything can wait. i have a child that needs a mom. my priority. my responsibility. my life",bad
28459,"ford wants to make sure you make it home, so now included on all new mustangs, tool box holders!",bad
28461,red bull gives you wings  vodka gives you 4x4,bad
28463,your dog's favorite food,bad
28470,never give up no matter what,bad
28476,you cannot invade the trailer park  there will be a dumpster-defend with a yeet cannon behind every door!,bad
28479,is someone using the oven? cuz i smell gas,bad
28491,that post was so shit mel gibson is making a film about it,bad
28495,spendinging alot of time with your pets,bad
28504,we wouldn't change him for the world. but we wish the world would change for him,bad
28507,when your girl is giving you a handjob under the table,neutral
28516,anjem choudary wants this removed he said it insults islam.  so i thought fuck it why not share,bad
28517,if your grandma's couch was  always covered in plastic it's because she was a squirter,bad
28534,it's the cowboy way of doin things,bad
28546,when your fridge is full but you don't know what to eat,neutral
28561,the truth is out! you're the greatest queen of them all!,bad
28563,you knew that was the wrong hole  you're goddamn right i did!,bad
28567,on my way home had a hard week,bad
28574,"the city of seattle leaves poop on their sidewalks  ...because hosing it off is ""racially insensitive""",bad
28579,michele obama holding a fundraising  for studying animal intelligence,neutral
28590,you can take the trash out of the trailer park  but white trash will forever be white trash,bad
28597,class! class! listen!  daylight savings ends today you must move your clock forward one hour,good
28601,stevie wonder be like #selfie!,bad
28604,and then they said... what about the irish slaves??,bad
28605,i want you to wake the fuck up americans!  the fucking jews have hijacked your country!,neutral
28610,a head diaper is required  when you have shit for brains,bad
28613,if slavery had cellphones on the plantation like fuck massah,bad
28614,what do they want? to kill more,bad
28617,welcome to feminism  where everything is sexist and nobody understands but them,neutral
28637,"instead of being ""born again"" why not just grow up?",good
28639,boobs when you're  Pornhub home alone and lonely.  WEB SEARCH SEARCH,neutral
28641,basic white girl in her natural habitat  this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted,bad
28657,"dating, let alone marrying a g*rl who is not a virgin  literally makes you a cuck, change my mind",bad
28659,"The text in the image says:  ""Christians are retarded""",bad
28670,nobody: arabic talk show: good morning i hate women,bad
28674,i'm not transphobic i just don't like 'em,good
28690,if you're gonna talk shit about someone...  you better make sure they aren't crazier than you are,bad
28691,when the jews found out it really wasn't a shower,bad
28695,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state""",bad
28704,"The text in the image reads:  ""our voice can change history for better or...worse""",bad
28716,can you smell what the reich is cooking?,bad
28731,how africans eat their food  mmmm........ delicious,bad
28735,The text in the image is:  - morgan freeman - morgan not-so-freeman,bad
28739,10-year-old me: *is in gifted class* *reads at a high school level* *is pretty good at math**has a bright future* depression: i'm about to end this man's's whole career,bad
28751,who decided to call this a urinal cake  instead of a piscuit,bad
28756,solution to mexicans paying for the wall leave all the illegals hanging around the border,bad
28759,will you tell the cat bullying is not okay?,bad
28763,pelosi warns a future democratic president could declare a national emergency to ban guns  i seem to recall that a previous government tried this in the 1700's and we shot them....,good
28764,when you meet that gender studies student again  my genders have doubled since the last time we met,neutral
28765,"and just like that, people forgot about area 51  started wanting to look like 80 year olds",good
28790,monkeys often pick bugs off each other to snack on,bad
28793,congratulations it's non binary,bad
28905,"hey, i just met you and this is crazy but here's your number.. so camping, maybe?",bad
28930,"The text in the image says ""women of power.""",neutral
28935,this would be racist  if black people could read  WAITING ROOM FOR WHITE ONLY  BY ORDER POLICE DEPT.,bad
28936,when you find out there's an opening for the role of first lady,bad
28945,"""how fucked up do you plan to get this weekend?"" me:  [Image of a Rubik's's Cube partially solved]  [Image of a man laughing on a stage with the text ""W"" in the background]",good
28951,if the brim of your hat is flat and has a sticker on it  i automatically assume you're a complete tool,bad
28954,"don't like me? i don't care, it's still a beautiful day in my neighborhood",neutral
28957,when each letter is a mental disorder,bad
28964,"just got his euthanasia forms signed, retard can't even read so i told him he got accepted into harvard lmfao",bad
28970,ask me if i give a fuck,bad
28971,it wasn't my fault my truck has tranny issue's,bad
28973,The text in the image is:  worst pijama party ever,bad
28974,"The text in the image is:  - girls reaction - when teacher says ""get out of class"" - boys reaction - gorilla in a fuckinin coupe reaction",bad
28976,when you're hiding from a shooter in your school and the foreign exchange student keeps on crying american students: first time?,bad
29013,meanwhile at the isis strip club,bad
29036,chinese people be like  happy thanksgiving,bad
29041,oh boy can't wait to clean myself up in the showers that the guards are taking us to!,bad
29046,"when you find out the girl you like doesn't like dank memes  ""got me f*cked up"" ""i bet she wipes back to front""  ""that foolish hoe"" ""what a thot"" ""i hope she die""",good
29051,when your annoying neighbours are mowing their lawn suddenly  when you go out to finally sun bathe,neutral
29054,"The text in the image says ""broken dishwasher.""",bad
29056,how do we destroy the patriarchy?  it's simple. we eat it,bad
29063,when people say you have an explosive personality,bad
29075,he can be his new boy firend,bad
29083,when you've already explained why your mad 3 times & he still don't get it  let's just fight,bad
29084,"The text in the image reads:  ""africans be like - ""we were fine killing each other for land""  ""until the white man showed up, killing us for land""",bad
29104,america is for americans period! i agree. why don't you go back to europe?,bad
29130,you talk like a fag and your shit's all retarded,bad
29137,"The text in the image reads:  ""goofy fuckin blackpeople OCTOBER 19 HALLOWEEN OCTOBER 19 HALLOWEEN OCTOBER 19""",bad
29138,"why can't we spend money on education instead of drugs """,bad
29140,nice try women now go back to the kitchen,good
29148,"don't like me?  i don't i care, it's still a beautiful day in my neighborhood",good
29150,"back in my day, you were either america first or a pinko commie  nowadays they call themselves liberals, progressives, socialists and such.. but you know what, pilgrim? they're still pinko commies",neutral
29158,the military finally captured the massive orangutan,bad
29163,what kind of punch can take out 20 kids and 6 adults? a sandy hook,good
29164,"if you think it's okay for iran to have nukes, but not okay for law abiding ing americans to have guns  you might be a dumbass",bad
29173,"9's on the stock bottom  no your Is cant do that! wait, im Is swapped...",bad
29174,the crimes against humanity should not be swiftly forgotten,bad
29178,The text in the image is:  kon'nichiwa anata wa fucking nigger,bad
29304,the hardest part of breaking up with a japanese girlfriend  is having to drop the bomb on her twice before she gets it,good
29308,"when you haven't stolen anything, used snap benefits or been loud at the movies for a few weeks",bad
29351,when you forget the bomb codes,neutral
29354,"During the Holocaust, jewish bodies were treated like trash!",bad
29357,"The text in the image reads:  ""it can't be homicide if there is no race Adolf Hitler""",bad
29376,get in loser we're invading poland,bad
29380,all i want for christmas is 6 million,good
29384,they're in a row,bad
29385,when you drop your care package  and someone else takes all the loot,neutral
29387,speaking to the house,bad
29401,i came out of your what!?,bad
29406,ahmed? im pregnant!!!,bad
29408,screw area 51 lets storm cheyenne mountain and get the stargate,bad
29416,i hate when walmart doesn't have what i need,bad
29430,where is the curvature?  #basketballsareflat,bad
29437,what can happen if you eat wheaties for 38 years,bad
29438,israel is not at war they don't fight soldiers  they kill innocent men women and children from a distance,good
29460,"The text in the image reads:  ""child survivors of holocaust""",good
29463,"i swear some people were conceived through anal sex, because there's no way being that much of an asshole is natural",bad
29467,love is more powerful than any other force in the world,neutral
29470,The text in the image says:  - educate our kids - about domestic violence,bad
29475,you get 10 times more chicks than me?  10 times o is o,bad
29476,"The text in the image reads:  ""america has stolen the jews the jews of god his jewelry the negroes they are the true hebrews""  ""google it""",good
29478,one of the bullets they dug out of a victim from the orland gay night club shooting!,bad
29483,the effects of slavery are still felt to this day,bad
29485,when you want to read about other cultures,good
29503,god gave his arch angels weapons  because even the almighty knew you don't fight evil with tolerance and understanding,neutral
29506,when the black kid is roasting the white kid and he has a gun in his backpack  you think i would lose to a monkey,bad
29507,even babies love nikes,bad
29508,problem solution,bad
29513,you dirty fucking nigger,bad
29517,they told me i could become anything so i became a scarecrow,bad
29547,the evolution of man,bad
29574,when your chinese food shows up  completely uncooked,neutral
29576,rock. paper. scissors  throat punch!,bad
29581,claims that her ancestors created a safe space for jews  these are her ancestors,good
29587,texas churches be like... pew pew pew,bad
29608,when you're the gay friend and also the meme lord,neutral
29614,"when your girl is bullnie, but you like gagging sounds, so you call her ""latty"" while you beat your meat in the shower",bad
29630,you just went full goat fucker never go full goat fucker,bad
29635,close friends for life,neutral
29643,"dad, dishwasher is loaded again "" """,bad
29671,"dad why do we stink? so blind people can hate us too, son",neutral
29675,"The text in the image reads:  ""remember behind every one of us is a police""",bad
29678,"The text in the image is ""rich theft"".",bad
29684,"It's not immigration, it's not asylum seeking it's an invasion!",neutral
29703,when each letter is a mental disorder,bad
29706,"""one man's trash is another man's treasure"" is a great quote, but it's not the best way to tell your kid he's adopted",good
29708,the most underrated cook of all time,bad
29710,don't think this cream is working...  maybe this will work?.....  nothing's happening,bad
29714,"When your gf is fucking a black guy, so you break a tail light on his car so the police will stop him & shoot him.  modern problems require modern solutions",neutral
29731,take me out for dinner first  then you have my permission to play lol,neutral
29735,i have a dream  that's me with the belt,bad
29740,when a person tells you that your meme meme or joke was heavily offensive  i can go lower,bad
29750,this cat is getting raped tonight,bad
29756,"The text in the image is:  - ""pull up"" - ""pull up"" - ""gas""",bad
29760,"teacher: "" ok class, bring out your calculators"" mohammed:",bad
29761,ps4 playstation' vr required food simulator 18 18,bad
29764,fuckyeah!  halfday!,bad
29785,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e.",bad
29786,that's gayer than cum on a mustache,neutral
29813,removes polish with che,bad
29814,"if you hold a black baby to your ear, you can hear the police sirens",bad
29816,woman badly injured in fight,bad
29835,"""I think if people want to wipe out reminders of slavery segregation & white supremacy we might consider getting rid of the Democratic Party",bad
29841,"The text in the image says:  ""men be like im finally ready to settle down""",good
29843,the world's most wanted terrorist  obama bin lying,bad
29850,crackers gonna crack,bad
29851,how dark is your humor? me:,bad
29863,"The text in the image says:  ""when your parents ask why the gas bill is so high""",bad
29873,who knew that this country is full of white trash,bad
30124,relaxinging weekend share with 10 more people if you agree,neutral
30128,when your girl is crazy  and she finds your side chick,bad
30142,When your friends find your mugshot online,bad
30145,"before my presidency, there was no isis. there was no caliphate there was no blm. there was no antifa. there was no war on police  i built that",good
30148,you mean i don't have to pick it?!?,neutral
30154,"you should thank me for what i've done, there would have been more of them",good
30156,"when you're still alive after years of destructive alcohol and drug abuse  life, uh, finds a way.",bad
30157,"i am a goat  i eat everything, even your dreams",neutral
30162,don't mind me just watering my muslims,bad
30165,if you're protesting against this man visiting the uk.  ...but protesting for this woman to return to the uk.. ...then you're a special kind of stupid,bad
30168,"hi, i'm hate i'm a lesbian in recovery",bad
30174,coming home wasted at 6am and seeing people jogging  look at these assholes.,bad
30175,child protective services takes away childrenfrom parents who don't vaccinate but they're perfectly fine with them,bad
30182,a fast sandwich maker,neutral
30185,The text in the image is:  ``` i may be blind but at least i'm not black ```,bad
30192,when tr'nnies want to be accepted but they mutilate their bodies,bad
30196,goat porn star,bad
30241,i said glass of orange not glass of apple juice,bad
30245,when the special ed kid drops his penny,bad
30247,broken chair,bad
30248,have you ever noticed the only time republicans smile is when they are taking away things from the american people?,neutral
30249,It's racist to call me a goat humper even though I hump goats,neutral
30251,so i guess a handjob is out of the question,good
30256,shame on these gays! and shame on muslims marrying children. said the christian molesting little boys,neutral
30257,family trip in mexico,bad
30258,bethlehem celebrates eid and christmas with air-soft guns for the youth,bad
30259,i'm not a pessimist i'm an optometrist,bad
30267,"when an asian bitch says ""you'll never find anyone like me""",neutral
30276,when the dishwasher isn't working properly and you have no technical knowledge whatsoever so you just decide to talk to it and hope it starts working  good luck,bad
30286,had to get wisdom teeth removed  i guess you shouldn't have been such a smart mouth,bad
30289,the enemy within ilhan omar linda sarsour rashida tlaib ocasio-cortez,bad
30291,i put the ape in rape,bad
30296,when the un adds another million  to the holocaust death toll,bad
30412,"The text in the image says ""japanese fashion trends.""",bad
30452,The text in the image reads:  - trump supporters be like - show me where he lied,good
30456,all you motherfuckers love a petty offensive page  until that same petty page offsends your mother fucking ass,neutral
30462,if you have a beard but can't change a tire  shave,neutral
30465,when a stranger suddenly helps you,bad
30481,him: you seen my cat lately jill?,bad
30486,what women think they'll do when the economy collapses  vs what they'll actually do,bad
30487,i don't want to grow up to be abused as a muslim sex slave. please ban islam. #goatlivesmatter,good
30489,"""so then i was going to ""but that would have crashed and burned """,bad
30492,when i grow up  i'm going to be a famous doctor,bad
30518,the dna test results say...  you're a cunt,good
30526,when your kid actually is transgender,bad
30527,look ma no hands!,bad
30546,white people be like: CHILD'S PLAY  outside  inside,bad
30548,not sure if you're being funny or stupid,bad
30549,smoochies from donald  on your birthday!!!,bad
30561,"The text in the image reads:  "" sends 6 million to heaven knows jews are god's chosen people""",bad
30567,maybe if you worked a bit  we wouldn't have inequality,good
30569,thank you! for everything! for what?,bad
30571,trump is functionionally illiterate and knows almost nothing about american history,bad
30576,why don't they eat pussy? because it's too close to the gas chamber,good
30579,white power!,bad
30582,and just like that...  this sandwich maker doubles as ironing board,bad
30586,just can't get rid of the stain. this is why i hate beets,good
30591,i hate snow it's white and on my land,bad
30597,hey muslims eat me!,bad
30598,we can kill as many as we want and your stupid government keeps bringing us in,bad
30615,welcome to the future,neutral
30618,"The text in the image is:  - ""in other contries"" - ""in porkistan""",bad
30628,"and to think, i almost swallowed you",bad
30629,"cop: any questions? ""black kid raises hand"" cop: jayshaun if you don't put your fucking hand down i'll shoot you like i did your father hands up don't shoot",neutral
30642,"The text in the image reads:  - ""rabbi sitting in synagogue"" - ""chillin and doing his thing""",bad
30648,when some body adds another plate to the sink  while i'm washing the dishes,bad
30652,"not sure what's in the fridge, but this dishwasher is about to get a big load",neutral
30675,the world calls it: love.  god calls it: abomination,bad
30682,ah the young  they grow up so quickly,neutral
30684,had secret door before it was cool,bad
30687,slipped and hit the bathtub  now everyone is asking if things are okay at home,good
30692,cameraman: i don't understan- psychic kid: trust me this  will be really funny someday,bad
