id,detected_objects
2165,"person, person"
31295,"cup, person, tie, tie"
13647,"person, person, car"
79682,"person, cup, bowl, knife"
79125,person
87340,"person, tie, tie"
74098,cat
48125,"person, person, person, person, person, person, person, person, person, person, cell phone, person"
53976,"person, tie, chair"
68739,"person, person, person, person, person, person"
62375,"person, wine glass"
26759,person
64309,"person, person, person, person, person"
65931,"person, person, person, person, person, person, person, person, person, tie, person, person, person, person, tie"
29380,"tie, person, sports ball"
47359,"person, person, person, person, person, person, car, person, person, person, person, car"
17268,"person, truck"
16892,"person, person, person, person, person, person"
7314,"dog, person, couch, bottle, bottle"
30257,"person, person, person, person"
17305,dog
3164,"person, person, potted plant, cell phone"
52708,"person, car, handbag, person, person, person, person, motorcycle, car"
29174,"person, person, person, tie, person"
94230,"person, tie"
23817,dog
83619,"person, person, person, chair, person, person, chair, chair, person, backpack, chair, suitcase, person, orange"
14570,bear
27418,"person, person, handbag, baseball glove"
49531,"person, cell phone, knife, tie, person"
53147,"person, person, person, person, person, person, person, person, person, person, person, backpack, person, backpack, backpack, person, person, person, person, person, person, person, backpack"
61495,person
34170,person
60132,"person, tennis racket"
82346,person
39854,"person, person"
81602,truck
68137,"person, remote, couch"
6798,"person, person, person, person, person, person, person, handbag, skis, person, tie, person, person, person, person, person, tie"
54190,bird
18963,bird
72819,"person, person, person, person, person, person, person, backpack, backpack, person, person, person, person, person, person, person, person, person, person, person, person, skateboard, person"
90768,"person, person, person, person, person, person, kite, handbag, backpack"
24791,"bowl, bowl, bowl, bowl, orange, dining table, carrot, carrot, orange, carrot, bowl, carrot, carrot, orange, broccoli, bowl, orange"
86401,"person, person, person"
46720,"cat, couch"
35470,"person, bottle, bowl, oven, bowl, bowl, oven"
28435,"person, person, person, person, tie, cup, tie, person"
54793,person
97025,person
93046,person
43529,person
83271,person
56019,"person, person, backpack, person, person, person, backpack, backpack, backpack, person"
19836,"person, person, person"
57302,"person, person, person, person"
43216,"person, person, person, person, person, person, person, person, person, person, person, dining table, person, person, dining table, person"
91845,"person, person"
72698,"person, person, tie, tie"
38217,"person, person"
16487,dog
4765,"person, train, train"
71596,"person, person"
41258,"potted plant, vase, cup, vase, cup, sink, vase, vase, bowl"
98504,"person, person, person, person, person, person, person, person, person, person, person"
48705,"tie, person, person, person"
10759,person
48916,"person, person, person, person, person, person, person"
61908,vase
81467,"teddy bear, dog"
63520,"person, person, tie"
47926,dog
9821,"person, cup, bottle, bottle, cup, chair, bottle"
35692,"person, truck"
57469,"person, person"
35279,"person, person"
20693,person
6197,"person, tie"
29814,"person, tie, person"
56981,car
76821,person
41795,"person, tie"
64705,"person, clock, clock, tie, cup"
67193,"person, truck"
7248,"person, person, person, person, person, person, person, person, person, person, person"
53084,"person, tie, person"
61097,person
4325,"person, dining table, cup, wine glass"
15238,"person, person, person, person, person, person, person, person, person, person, person, person, dining table, dining table, person, person"
79285,"person, person, tie"
8632,"person, person"
42706,sheep
51269,person
54709,"kite, kite, person"
91348,"person, tennis racket, person, baseball bat"
23745,person
79584,"person, person, person, person, person, tie, person, person, person, tie, person, person, person, person, tie"
98501,"cell phone, person, spoon"
39076,"horse, person"
60487,"horse, horse, horse, horse, horse, horse, horse"
98057,truck
92617,person
51086,dog
73914,"person, bear"
30675,"person, person, person, chair, dining table"
59041,person
76539,"person, person, person, baseball bat, person"
42168,"person, person, person, person, person, person, sheep, person, person"
59701,"cat, dog, toothbrush"
95371,"person, potted plant, person, book, cell phone"
95672,"person, tie, clock"
70835,"person, person, car, car"
58170,"person, dog, cup, chair, dining table"
61570,person
31256,"person, tie"
87169,"person, person, person, person, person, book"
35064,person
30154,"person, tie"
37058,"person, person"
80193,person
10673,"person, car, car, car, truck, car, person, car, car, car"
17935,"dog, horse"
69235,"person, person, laptop, person, bottle"
29678,person
83456,"tie, person"
84236,person
90274,"person, person"
28450,"person, surfboard, boat"
90481,"person, tie, person, tie"
17235,person
91654,"person, person, chair"
3268,"person, person, horse"
75320,"cup, person, cup, fork, cup, cup, cup, bowl, person, cup, bowl, cup, cup, bowl, bottle, bowl, person, bottle"
2965,person
65179,"person, person, person, person, person, surfboard, backpack"
84927,"person, tie"
16042,"cup, tie, person, potted plant"
49126,"person, tie, person, person"
17852,"person, person, person, person, person, person, person, person, person"
27106,person
30259,"person, cup"
90146,"person, person, person, person, person, person"
29150,person
19238,"person, person, surfboard, person"
71249,"person, person, person"
5429,"person, person, cup, person, tie, clock, couch, cell phone, person"
21706,person
2854,person
16407,"bear, car"
41697,"tie, person"
84913,"stop sign, person"
76534,"horse, horse, horse, person, person"
41860,"person, cell phone, couch"
35786,person
52483,"person, tie"
3146,"person, person, person, person"
76158,"person, handbag"
54971,person
63517,"person, person, person"
61827,"person, truck"
40913,person
12054,"truck, person, person, car, truck, car, car, car, car, car, car, car, truck, truck, car, car, car"
67980,"person, person, tie, person, person, tie, person"
63915,"tie, person"
51237,"person, broccoli"
3849,"truck, person, traffic light, person"
50146,"person, tie, tie"
15432,"cat, person, bed"
79140,"person, person, person, person, person, person, horse, person, person, horse, person, person, person, person, person, horse, person, boat, person"
82674,"person, person, dog"
76938,motorcycle
57984,"person, person, person, person, person, tie, person, tie, tie, tie"
6415,person
29083,person
72685,"person, person, umbrella"
93521,bus
12894,person
67092,"person, person"
94083,"person, bed"
28590,"person, person, wine glass, chair, person, person, wine glass, wine glass, person, wine glass, person"
21780,"tie, person, sports ball"
91563,"person, cell phone"
4732,person
67201,"bird, bird"
70146,horse
9352,"person, person, person, person, person, person, person, handbag, person, person, person, person, person, person"
39562,"person, person, person, person, person, person, person, person, person, person, person, person, person"
56827,"person, person, person, person, person, car, person, person"
95108,"person, person, person, person, person, person, handbag"
80473,"person, person"
97456,person
60758,person
31025,person
6237,person
36058,"person, person, person, person, person, person, person, person, person, person, person"
21835,"teddy bear, person, person, person, person, person, person, person, person, tie, person, chair, person, chair, person, person, person, person, tie"
26410,"person, car, person, person"
47620,"person, elephant, horse, handbag"
90814,"person, person, person, person, person, person, person, person, person, person, person"
42183,"person, person, car, car, backpack, backpack, person, car"
90817,person
63187,"person, mouse, keyboard, mouse, mouse, tv, keyboard, tv, tv, remote, person"
73248,"tie, person"
72810,dog
30714,"bird, bird"
3871,"person, person, person, person, person, person, person, person, tie, person, tie, person"
49173,"person, person, person, person, motorcycle, person, person, person, person, person, person, motorcycle, motorcycle, person, motorcycle, person, person, person, person, person"
16934,"person, chair, handbag"
54720,person
90513,dog
71429,"person, stop sign, truck"
73204,"person, person, cell phone, person, person, person, person, person, chair, chair, chair, pizza"
2634,person
31549,"person, dining table, oven, bowl, bowl"
19205,"person, cell phone, toothbrush, person, person"
6781,"person, bottle"
15067,"dog, person, remote"
42065,"tie, person, person, person, person, person, person, person, tie, person, person, person, person, person, chair"
38170,person
1742,"person, tie, tv"
35687,"person, umbrella"
62035,bear
20791,person
60718,"person, person, bowl, bowl, bottle, sink"
27950,horse
92738,"person, person, person, person, person, person, person, person"
2647,"person, tie, person, person, person, person, person, tie, person"
25687,person
27069,"person, horse, horse, dog, horse, horse, sheep, horse, horse"
35146,"person, hot dog"
78924,person
72136,"person, person"
48175,person
76091,bear
94378,person
43780,"person, person, person, person, person, handbag, person"
91584,person
82097,person
37096,"person, person, person, tie, person, tie"
3281,giraffe
58743,person
27635,"person, sheep, person, person, person, person, person, sheep, sheep, person, tie, sheep, person, person, cow, sheep, sheep"
42958,person
72014,"person, person, person"
41379,"person, person, person"
4316,cat
13924,"person, person, chair, couch"
89102,person
26439,person
8641,"person, tennis racket"
18935,"person, person"
97562,"person, bowl, bottle, bowl, bottle, bowl, person, oven, oven, microwave, bottle"
62510,"person, backpack"
75920,"person, tie, tie"
41058,person
29075,"person, dog, backpack, horse"
8637,"person, person, person, person, person, person, person, person"
42379,"person, person"
85461,"person, person, surfboard"
26598,person
42931,cat
28396,person
89105,person
94387,"person, person"
98603,person
59238,"mouse, person, keyboard, keyboard, cell phone"
12643,"person, fork, knife, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, dining table, hot dog, carrot, carrot, carrot, hot dog"
83150,person
63210,"car, person, person, cell phone, car, person"
86954,"sheep, sheep"
48670,sandwich
78520,person
62471,"person, person"
85730,person
1576,"person, bird"
38742,"person, bowl"
20615,"dog, dog, dog"
89056,"person, person"
27981,"cup, cat"
21345,person
50734,cow
62358,person
46310,"person, book, bench, book, chair, book"
46580,"person, person, person, person, person, person, spoon, person, spoon, person, person, clock, spoon, suitcase, spoon, spoon, clock, bowl, spoon, suitcase, person, suitcase, spoon, suitcase, oven, refrigerator, bowl, bowl, spoon, spoon, bottle, spoon, spoon"
82963,person
50764,"person, person, person, person, person, person"
43170,"person, tie"
25913,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, person, sheep, person, person, sheep, cow"
6273,"person, person, person, person, person, handbag, book, surfboard, umbrella"
82590,"person, person, person, person, person, person, person, person, tie, person, person"
7983,"person, person, person, person, boat, person, person, person, person, person"
78395,"person, person, tie, tie, person"
96340,"person, person, person, person, person, couch, remote, couch, person, couch"
50328,"person, bird, bird, person"
37295,"person, chair"
90786,person
76138,banana
17536,"spoon, bowl, person, spoon"
63954,"person, person, sports ball"
5362,"dog, mouse"
34796,baseball bat
59726,"person, cell phone"
38069,"tie, person"
19026,person
52386,"person, cup, person, cup, chair, person, person, person, dining table, dining table"
60841,"person, person, cup"
1483,"person, person, person, person, person, person, person, person, person, person, person, person, person, person"
31094,person
87413,person
12953,"person, person, person, person, person, person, person, person, person, person, person, person, person, backpack, person, bicycle, stop sign, person, chair, person"
34097,"person, book, potted plant, bicycle, book, book, cup"
23046,bird
74058,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, boat, person"
87345,"person, potted plant"
92038,dog
80943,"person, person, chair, bench, bench, chair"
53820,"person, person, person, person, person, person, sports ball, person, cup, person, person, person, person, person, person, bottle, person, person, person"
43608,"person, couch"
25063,dog
6319,"tie, person, person, tie, cup, person, tie"
49725,"person, person, car, person"
23807,"person, tennis racket, person, baseball bat"
8164,person
14836,person
89267,person
4975,vase
38029,"car, truck, person"
72018,"person, car, cell phone"
49157,cat
4783,"person, person, tie, tie, person, person, person"
75421,"dog, person"
29731,person
75123,"person, person, person, person, person, person, person, person"
39182,"person, car, person, car, car, person, person, car, person, car, person"
3276,cat
56938,"person, person, person, chair, person, person, person, person, person, person, person, book, knife, person, book, person, handbag"
83205,"bowl, person, bowl, person, chair, bowl, spoon, cup, bowl, bowl, cup, bowl, potted plant, bowl, wine glass, wine glass, fork"
46053,"laptop, person, person, book, laptop, book"
1472,"person, cup, chair"
10483,person
65201,person
59708,person
46582,"person, person, tie, chair, book, book"
5461,"person, person, person, chair, bench"
5471,"person, person, person, person, person"
84057,"person, person, person, person, hot dog, toothbrush, fork, person, sandwich, person, fork"
8671,"person, bottle, bottle, bottle, toothbrush"
34950,"person, bird"
13098,person
19248,"person, umbrella, kite"
38961,"person, tie"
59186,"person, person, person, cell phone, person, person, person, person, tie"
16749,truck
36985,person
49607,person
62751,bird
31985,person
30961,person
94610,"person, boat, cell phone, dog, boat, boat, boat, boat, boat, boat, boat"
68597,"person, person, person, person, car, car, person, person, car, person, car, person, person"
69842,"person, sheep, sheep, person, sheep, sheep, sheep, sheep, sheep, person, person, person, sheep, cow"
49213,person
61948,"dog, person"
10936,"person, sports ball, person, person"
1258,"person, umbrella, backpack, umbrella"
86907,bird
7465,"person, person, person"
18675,"person, bear, tie"
30826,"giraffe, cow"
59718,"person, person, person, skis, snowboard"
26831,"person, person, person, person, person"
59248,bird
79250,person
91750,person
80942,"person, person"
30782,"dog, potted plant"
24810,"person, sports ball, person"
18306,"person, cell phone, cell phone"
56417,person
65371,cat
51462,person
61380,"person, person, person, dog, person, person, person, person, car, cow, cow"
19823,cat
83175,"person, person, person, person"
72864,"person, person, person, person, person, person"
93245,"person, person"
16923,"chair, person, vase, person, person, chair"
26497,"person, horse, backpack"
65824,"person, person, person, person, person, person, person"
2584,bench
4257,"person, person, person, tie, tie, person, handbag, person, person, couch, couch, chair, person"
25948,"bottle, person, bottle, clock, person, cup, spoon"
31649,person
67892,"person, tennis racket"
59672,"person, cell phone, person, person, tie, cell phone, tie, person"
72061,"vase, mouse, airplane"
82016,"tie, person"
51496,"person, bench"
40731,person
45987,person
18742,person
37420,"person, person, person, boat, car, boat, car, boat, boat, boat, boat, boat, boat, boat, boat, person, boat, person, boat"
52936,"person, person"
57284,"person, tie"
69873,person
93280,"car, bench, potted plant, person"
61892,"person, person, person, person, person, person, person, person, backpack, handbag, handbag, backpack, backpack, person"
72431,"person, scissors, dining table"
3197,"bird, bird, bird, bird"
68193,"person, clock"
53419,"cat, person, bottle, bottle"
94372,"person, tie"
93874,dog
19637,"person, person, chair, cake, dining table, tv"
62197,"teddy bear, orange, orange, bear"
62149,"cat, person"
37508,"cell phone, person"
51608,"teddy bear, person, person"
51029,"person, car, person, person"
26537,"person, frisbee, bottle"
35017,"person, tennis racket"
80251,"person, person, cup, vase"
43259,"person, person"
38129,"clock, person"
89471,dog
65349,"person, cell phone, person, toothbrush, cell phone"
51708,person
27803,person
30597,"cow, dog"
62147,"person, person"
78931,"person, bottle, bottle"
30527,"person, person, person, person, person"
25473,"person, person, person, person"
64287,"cell phone, person"
85139,"person, tie"
53901,person
98157,"person, person, person, person, person, couch"
87392,"tie, person"
64803,person
51498,"person, tie"
39640,"person, scissors, chair, bench"
51046,"tie, person, person"
36974,book
34687,person
8349,"person, person, person, person, person, person, person, person, person"
6534,person
47836,"sheep, sheep, sheep, sheep, sheep, sheep, sheep"
93548,"person, person, person, person, person, person, person"
25168,dog
62305,"person, tie"
85094,"person, person, person, tie, tie, tie"
94786,person
39018,"person, person, person, laptop"
28905,"tie, person"
86701,"person, person, cell phone, person, person, person, person, person, chair, chair, pizza"
59473,person
91240,"person, person, person, frisbee"
4769,person
3927,"person, person, horse, person, person, cow, cow, cow, cow, person, cow"
25386,"person, person, tie, chair, cell phone"
43810,"person, tie"
48103,"person, person, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog, hot dog"
85042,"person, person, person, person, person, person, banana, cell phone, person, person, person"
74536,"person, person, potted plant, cell phone"
15983,person
65092,"person, person, person, person, bus, person, person, person, person, person"
17834,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, person, sheep, cow"
13795,"person, bottle, person, person, person, person"
56281,person
42376,person
63981,"person, person"
69123,"car, person, person, person, person, person, person, person, person, person, person, handbag"
65817,cow
28063,"person, person, person, person, handbag, person, handbag, book, person, book, cell phone, person, person, person, tie, cell phone, cell phone"
21753,"person, person, person"
42603,"person, person"
86431,"person, person, person, person, person, person, person, person, person, tie, tie, person, tie, tie, tie, person, person, tie, person, tie, person, person, person, person, person, tie, tie, person, person"
43206,"person, person, tie, person, person, person, person, person, person, person, person"
82406,"person, person, cell phone, toothbrush, cell phone"
36204,"person, tie, tie, person, person, tie"
49105,"person, person, boat, boat"
62391,person
17528,"person, bottle, baseball bat, cup"
41597,"person, person, tie"
4217,"cell phone, person, scissors"
85476,person
13269,"person, person, person, person, person, person, person, person, tie, person, person, tie, person, tie, tie, tie, person"
27038,person
64907,"person, train, train, skateboard"
70164,cat
79516,person
48920,"person, person, person, person, wine glass, wine glass, person"
32957,"dog, person"
74801,"person, wine glass"
20154,person
62081,"person, bottle, clock"
14583,"person, tennis racket, frisbee"
5462,"person, tie"
41503,"person, person, person, person, person"
64918,"dog, dog, dog"
92413,"tie, person"
30896,person
84276,person
7354,person
46971,"person, person, person, person, person, person, person, person"
28163,"person, tie"
6537,"person, person, tie, tie"
2139,person
6541,"person, person, person, tie, tie, tie, handbag"
7345,"person, tie"
21648,"person, person, person, person, person, potted plant, person, baseball bat, tennis racket, frisbee"
53609,person
86103,"person, person, person, person, person, person, person, person"
87023,"person, cell phone, person"
60185,person
1389,"cat, person"
80593,person
72396,"person, person"
24051,"person, person, person, person, person, person, person, person, person, person, person, backpack, person, person, backpack, person, person, person, person, backpack"
46283,person
30576,person
48926,"person, person, tie"
60785,"elephant, elephant, elephant, elephant"
69480,"person, person"
7984,person
31805,person
15738,"person, person, laptop, book, bed"
5129,"remote, person, remote"
89061,"tie, person, person"
1962,person
37945,"person, person, person, cell phone, person, person"
26078,"person, person"
45197,"person, vase"
6127,"dog, person, bed"
9634,"person, person, person, person, person, person, person, person, person, person, person, person, person"
50483,"car, person, person, person, person, person, car, person, person, person, person, truck, person, person, person, bus, person"
56124,"carrot, carrot, carrot, carrot, chair, spoon, cake, carrot, carrot, wine glass, dining table, cup, dining table, chair, bottle, carrot, cup"
48213,"person, person, person, person, person, person, book, person, bottle, person"
52316,"person, tie"
9185,"person, cell phone, dog, handbag"
6175,"person, person, person"
76259,dog
27153,"person, person, tennis racket, cake"
40597,"person, person"
58419,"person, person, tie"
59384,"person, person, person, person, cell phone, person, person"
39816,"person, frisbee, cake, frisbee, umbrella"
5792,person
4735,"chair, chair, book, book, person, book, book, dining table, book, keyboard"
52097,chair
58329,bird
8741,person
79305,person
76582,"person, tie, person"
45630,person
12059,"person, person, person, person, person, person, person, person, tennis racket, person, dining table, person"
47605,person
48326,person
23074,person
85379,person
20781,"person, tie"
23178,bird
45023,person
26305,"person, bowl, bowl, oven, knife, person, microwave, knife, bottle, sink"
71042,"person, cell phone, cell phone"
23619,"person, laptop, person, person, laptop, person, chair, cell phone, person, chair"
41852,"person, person, person, person, person, person, person, person, person, person, person, person, frisbee, person, backpack, person, person"
84013,bear
85126,person
39405,traffic light
94512,"person, tie"
49083,"person, bird, bird, banana, cow, banana"
79234,"person, tie"
3962,"person, dining table, wine glass, chair, chair, cup"
46812,"person, cow, cow, laptop, person, person, cow, cow, cow, person, cow"
53476,person
83476,"person, book, book, book, book, book, book, book, book, book, book"
62705,"person, person, person, person, person, person"
97814,"person, person, person, person, person, baseball glove"
98345,person
62703,"book, potted plant, person"
94723,"person, tie"
45978,person
49061,horse
63185,"person, baseball glove, tennis racket, cell phone"
87692,"person, person, dog, dog, horse, dog"
38201,"person, person, person"
74805,"person, person"
57029,person
24579,"person, person, person, person, person, person, person, person, person"
32670,"person, tie"
29416,person
29385,"person, tie, chair"
37128,"person, person, cup, person, cup, cup, dining table, cake"
60549,"bicycle, person, person"
91674,person
71052,person
83954,"laptop, person"
15839,person
45389,person
62374,person
54978,person
14598,"bear, dog"
91547,"person, wine glass"
16283,"horse, giraffe"
43958,person
17034,person
46215,"cup, person, cup, cup, person, person"
54098,"person, tie"
76825,"person, person, person, person, person, person, person, person, handbag, handbag, handbag, bus, handbag, handbag, person"
35189,"person, person, cake, tie"
85346,person
13465,"person, handbag, person, person, person"
96784,person
35689,"person, tie"
87149,"person, person, sports ball"
58640,airplane
30682,person
26049,person
81720,"horse, person, horse, person"
13579,"person, person, person, bottle, tie"
96785,"person, person, person, person, person, person, person"
9156,"tie, person, person, tie, person"
34157,"person, handbag, person, umbrella, person, person, person, person, tie"
49360,"person, person, person"
17603,"person, tie"
13697,"person, person, pizza, hot dog, wine glass"
69472,"person, person, person, person, person"
1527,person
8163,"dog, cat"
26394,"person, banana"
94086,"person, tie, tie"
78619,"person, tie"
80463,"person, spoon, spoon, spoon, spoon, spoon, potted plant"
74923,"person, person, person, frisbee, person, person, person, person, person, person, person, person, person, person, baseball bat, person, person, person, person, person, baseball bat"
45827,"person, person"
45831,"person, person"
65273,"person, donut"
67059,"person, car, person, person"
18679,"person, person, clock"
51309,"person, person, person"
21930,"tie, person, tie"
32549,"stop sign, stop sign"
74359,"person, cell phone"
46735,person
79856,"person, person, chair"
5421,truck
91430,"person, person, person, chair, tie, person, tie, wine glass, bottle, person, chair, bottle, bottle, bottle, bottle, bottle, bottle, umbrella, bottle, wine glass, bottle, dining table"
62043,"person, truck"
24905,"person, motorcycle, person, bench"
8653,"person, vase"
48216,"person, car, car, car"
54028,"person, clock"
36187,"umbrella, umbrella, person"
38674,person
40982,person
16539,person
20498,"person, laptop, bird"
41607,person
68579,"person, person, tie"
57693,"person, person, person"
15936,person
25367,person
2987,"person, tie, person, person, person, person, person, person, person, person, person, person, person"
75846,"person, person, person, person, person, person, umbrella"
2971,"person, sports ball, person, person, person, person, person, person, person, person, person, person, person, person"
63714,"person, tie"
10386,book
84015,"person, person, handbag, cell phone"
1526,"person, keyboard, tv, cell phone"
93261,"person, person, person, person, person, person, person, handbag, person"
46810,"person, person, tie, person, tie, tie"
89465,person
40216,"person, person, person, person, bus, person, car, person, person, person, person, person"
40573,"person, cell phone, book, chair"
40865,"person, tie, stop sign"
76358,"person, book, person"
43815,"person, person"
18759,"person, person, person, person, person, person, person, person, person, handbag"
78462,"person, tie"
89756,person
10948,"person, person, tie, tie, laptop, person, book"
45806,person
89461,"person, tie"
2519,person
54206,"person, person, person, tie"
2863,"person, tie, person, person, person"
23106,"person, person, person, tie, person, person, person, person"
65732,"dog, giraffe, cat, cat, cat, giraffe, giraffe, bear, giraffe, giraffe"
73965,"bowl, teddy bear, person, bowl"
47529,cat
41368,person
51209,"person, person, person, person, person, person, person, person, backpack, potted plant"
16439,"pizza, cup, person"
71839,"person, tie"
96450,"person, person, person, person, person, person"
71630,"person, person"
56843,"person, person, person, person, person"
81079,person
38754,person
70851,"person, person"
36184,"person, tie"
81207,"person, person, person, person, person"
2537,"person, person, person, person, tie, person, person, person, boat, person, person, person, person, person, person"
35016,"person, cup, person, cup, person, person, person, person, person, person, cell phone"
19326,person
76421,"person, person"
56387,sheep
91026,"car, car, car, car, car, car, car, car, traffic light, person, traffic light, car, car, car, car"
58079,"person, person, person, person, person, person, person, person"
9824,dog
48069,"person, person, person, person, person, person, person, person, person, person, person, person, surfboard"
42510,"person, person, person, person, person, person"
25384,"person, backpack, backpack"
31708,"tie, person"
90657,person
21385,person
40529,person
41657,"person, tie"
56921,"person, donut, pizza"
49106,person
46528,cat
46082,"person, person, person, person, handbag, person, book, surfboard"
10952,"cup, person, tv, keyboard, chair, person, cup, person, tv, chair"
50964,"person, person, snowboard"
35671,"person, person, person, person, tie, tie, tie, tie, tie"
87352,person
4912,"person, person"
86273,person
63295,"person, person, bottle, bottle, sink, scissors, cell phone"
21403,"person, tie"
48512,"vase, vase, vase, vase, bird, vase, vase, bottle, vase, bottle, vase, umbrella, vase"
80925,dog
4536,"tie, person"
71845,person
19247,"person, cell phone, chair, book"
39601,"person, person"
32876,"person, cup, tv, microwave, dining table"
32415,"person, person, person, person, person, person, person, person, person"
20567,truck
36920,"person, person, tie, toothbrush, baseball bat, spoon"
14908,person
25784,"person, person, person, person, person, person, person, person, person, person, person"
16532,person
21605,"person, person, person, person, person, person, person, person, person"
1274,"person, bed"
21435,"person, person"
74385,"person, person, person, person, person, person, car, person, person, person, backpack"
97230,"person, bottle, tie, cell phone, cell phone"
53927,person
70318,"toothbrush, person, person"
60345,"person, baseball bat"
58971,"person, person, car, car"
16298,dog
85146,person
74268,"person, person"
37619,person
21740,person
39748,"person, person, person, person, person, person, person, person, person, person, person, backpack, person"
96071,"person, person, potted plant, couch, person"
5482,person
52983,"cake, cake"
85936,"person, person, person, person, person, person, person, umbrella, person, traffic light, person, bed"
52874,person
73146,"bird, person, dog"
53914,"person, person, person, person, person, toothbrush, cell phone, toothbrush, person"
89342,person
23910,person
61453,person
67124,"person, person, person, person"
65231,person
83692,person
43817,"person, person"
90516,"person, person, person, person, person, person"
60389,person
4569,"cow, cow"
95031,"umbrella, person, sandwich, banana"
64390,"person, tie, person, person, person"
81260,"person, person, person, person, person, chair, person, person, person, person, person"
81457,"person, person, person, person, person, person, person, person, person, person"
62578,"person, baseball glove, baseball bat"
87520,"person, person, person, person, person, person, person, person, person, car, car, person, person, person, person, car, car, car, person"
17842,"person, person, tie"
87510,"person, person, person, person, person, person, person, person, tie, person, person"
29675,"person, cell phone"
40193,"vase, vase, person, vase, vase, vase, vase, vase, vase"
53062,"person, chair, person, chair, person"
54321,"person, person"
89750,"cell phone, person"
52986,"person, person"
8471,"bird, cat, sink"
76890,"person, person, bottle, remote, bottle"
89106,kite
41806,"person, person"
60931,"person, baseball bat"
80734,person
59317,"person, surfboard"
23045,"person, person"
52748,"person, person, knife, car"
74825,"person, person"
72514,person
24875,person
89561,person
52031,person
13679,"dog, sheep"
16529,"person, person, sports ball"
46507,person
25079,dog
98724,person
59671,"person, person, person, person, person"
79316,"person, person, scissors"
71236,"person, tie, tie"
91537,"bench, person"
82675,person
37459,person
59678,"person, person, person, chair, person, person, person, couch, person, couch"
62745,"person, person, person, person, person, person, person, person, person"
25780,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, sheep, person, person"
84926,"surfboard, surfboard, surfboard, surfboard, surfboard, surfboard, surfboard, banana, surfboard, spoon"
28597,"person, person, person, person, person, person, person, person, cell phone"
13968,"horse, person, horse, person"
38590,"person, kite"
71863,"person, dog, person, cell phone, motorcycle, sheep"
92068,pizza
73981,person
23091,"person, spoon, bowl, chair"
68431,"person, tie, tie"
48021,"person, person, banana"
38714,person
4582,tie
32768,person
60892,"person, person"
17420,person
82763,"person, person"
21408,"person, potted plant, couch, vase, remote, person"
80972,"dog, potted plant"
9376,person
9478,person
34506,"person, person, person, car"
23810,"person, backpack, person"
80179,"bowl, bowl, spoon, spoon, spoon, spoon, spoon, bowl, spoon, spoon, spoon, spoon"
5987,"person, dog"
93410,"person, suitcase, dog"
49650,"person, tennis racket"
70143,person
51943,"person, person, tie, tie, person, tie, tv"
13086,sheep
6593,person
25017,"person, horse, horse, surfboard, cell phone"
24689,dog
8567,person
57193,person
61937,"person, fork"
90148,"person, banana"
85307,person
72198,person
47598,person
21386,"person, person"
98542,"person, person, person, person, sports ball, stop sign, person, person, person"
72058,person
2459,"person, bottle, fire hydrant, bottle, bottle, bowl"
96517,person
21364,"person, person, tie, person, tie, person, tie, person, person"
50732,"person, person, bird, tie, person, bird"
4689,"horse, person, person, person, horse, person"
74206,"person, person, person, person, person, person, dog"
29387,person
50927,"person, person, cell phone"
53924,"fork, person, bowl, dining table"
96342,"person, tie"
39805,"person, person, person"
59862,"person, car, car, car, person, truck, car, person, person, person, car, car"
38741,person
60134,person
21749,"person, person, book, person, person, book, book, chair, book, person, person, person, person, person, person, person, dining table, book, person, handbag, person, person"
46387,"person, tie"
50246,"person, person"
90574,"person, person, person, person, person, person, person, person, bottle, person, handbag, handbag, person"
98071,"person, sandwich, hot dog, hot dog"
23905,"cell phone, person"
19085,person
16054,dog
27860,"person, person"
97261,"person, tie, person, person, tie"
96325,"person, tie"
52816,person
76092,"person, person"
64027,"person, person"
57162,sheep
96402,"tie, person"
34710,"person, person, person, chair, book, bench, book"
31824,"cup, dog"
61208,"person, tie"
28157,baseball bat
13792,"tie, person"
3567,person
9468,"person, person, person, surfboard, person"
48276,"person, tie"
73164,person
52361,person
95208,"person, person"
3591,person
71628,"person, frisbee, frisbee, dog"
61823,"person, person, person, person, person, person, person, person, person, person, person, person"
87902,person
50839,"person, person, person"
71506,"person, person, person, tie"
83215,bear
53296,"laptop, person, person, person, person, chair, bottle, laptop, person, chair, chair, chair, chair"
48710,"car, truck, person"
35482,"person, tie, clock"
4372,person
26507,"person, tie, person"
58740,"person, horse, person, horse, person"
51870,"person, tie, cat"
79384,"person, boat"
73259,"person, person, chair, chair"
24376,"tie, person"
48513,"person, cell phone, person, potted plant"
21089,person
47612,"person, person, person, person, person, person, person, person, handbag, person, person, person, person, person, person, person, person, person"
19702,"person, tie, tie, person, chair, tie, tie"
61483,person
96820,"person, laptop, cup, potted plant, chair, vase, dining table"
92437,"person, remote"
84907,"cat, dog, dog"
82704,"person, baseball bat"
48612,"person, person, person"
5813,"potted plant, car"
19358,"tie, person, person, person, person"
47029,"person, person, person, person, person, person, person, person"
51864,"person, person, person, donut, person"
