id,text
24165,"The text in the image is ""blackpeoplemeet.com""."
24178,i'm at the camp and i still can't concentrate
24189,when you know how to say n****r in five different languages  i'm kinda a gamer
24197,"The text in the image is:  ""kenyan shit"""
24309,when people ask me who my favorite golden girl is
24316,sharks don't attack him why? they think it's whale shit
24317,that look you give  when you got your fix but not your kids
24319,why is this guy the only one convicted?
24351,this story touched my heart  twins separated at birth  find eachother after 50 yrs
24356,proof you can be a fruit and a vegetable
24357,"his d*ck was so tiny""  ""I had to suck it like this"
24368,The text in the image reads:  ignorance and hate will lead you to nothing but shame
24376,have you ever talked to someone so stupid  that it gives you a forest whitaker eye
24380,when your dishwasher is ready for another load.
24389,when you and your best friend get in trouble together
24390,no means no unless she says yes  then it's on
24395,when you are excited that a muslim has made it into american politics so the  next phase of the caliphate can begin and destroy western civilization but you realize it is a woman
24396,"so like, why are men even gay? girls have buttholes too you know.."
24397,a hijab is a veil worn by muslim women in public. it's their choice to do so
24501,when one of your neighbor's goats strays away from the herd  now this looks like a job for me
24519,marital status?? in a relationsheep..
24537,"normie: ""your meme's are racist and offensive. i'm unfollowing""  nigger  me: ""take this on your way out"""
24538,selfie time
24567,just ordered the new anne frank puzzle
24570,tell me again how stupid that sounds
24573,what's wrong with your skin? why is it like that?
24576,when did you have lunch?
24579,The text in the image reads:  - healthcare for muslims - PEACE & LOVE IS ISLAM
24580,"when you've had a rough day but you're trying to stay positive  ""it's great. I'm great. everything's just great."""
24581,be careful with pedestrians
24586,laundry day
24593,"jesus christ may have 2,000 people with 5 loaves of bread and 2 fish. but adolf hitler made 6 million jews toast"
24603,they gone be feeling  on my boooooty
24607,they found oil in australia  but they already  have democracy
24630,did you hear that?  smells right? Imao
24631,It's ma'am!! Yooouuu Lookah like a man
24650,eat have more more bacon sex?
24651,dad: we need to tell you something.. your mother and i are siblings alabama kids:
24653,baboons on their way home
24658,"silly f@ggots, dicks are for chicks get trump's out of your mouth"
24687,america first! when it comes to elections
24689,old barack obama
24698,when you chop onions
24713,"hello, i'm mark zuckerberg  and i'm a no good cock sucker"
24730,feeling like a bad mom? quokkas toss their babies at predators so they can escape
24738,i will fucking choke slam you  with my dick
24751,i love pudding  pudding my dick where it doesn't belong
24756,met a jewish girl and she asked me for my number i told her we use names here
24765,gun range? i think you mean 2nd amendment theme park
24769,and you get a chip implant!  and you get a chip implant!... everyone gets a chip implant!
24781,happy birthday  bacon lover
24783,when you go out to fight for independence but forgot to lock up the slaves
24791,how africans eat their food mmmm...... delicious
24806,"just because you have a beard, it doesn't mean you're a man. last time i checked vaginas can grow hair too"
24810,this steak is so black it stole my television
24815,the day that shook new york city
24835,"section 3: devide and rule!  in religion-based riots, crime will be trust upon hindus only. even though a hindu gets killed at the hands of the minorities, they will not be taken as guilty"
24836,surrender my guns to a government that doesn't think twice about slaughtering a helpless baby..  you've absolutely lost your damn mind!
24851,how to get a black guy to see his baby
24853,where do suicide bombers go after they die? everywhere
24857,too much ram not enough dodge
24859,i don't want illegal immigrants in my home district but i want open borders    so they can be in yours
24860,"The text in the image says:  ""know why gay guys never get messages from foreigners they'll get stoned"""
24861,her: he's probably thinking about other girls...  how do blind people know when to stop wiping their ass?
24865,"quick, which one is a bb gun?  oops, too late....you're dead"
24870,The text in the image is:  ``` i slipped and fell on black ice i thought it was regular ice but when i got up my wallet was gone ```
24875,im this pretty because make up works miracles
24876,time to get rotissified
24891,stop crying that was only one finger
24905,nascar presents  the wal-mart 500
24907,"oh look, men"
24918,7 generations of check engine lights AUTOSTADT
24931,apparently the british public can't put their finger on the problem
24958,"a new target for entry  level police academy """
24967,when you're having a good day then remember  that bl*ck people are living better than you off your tax dollars
24971,thinking about avdol's's death  remembering ing he was a muslim
24973,in england they drive on the left in canada we drive on what's left
24975,The text in the image is:  - gets ready quickly - takes nein hours
24980,this is why  we shoot you people
24986,The best game of all time farming simulator 1848
25013,when the school shooter finally leaves and the hottest girl in class is laying dead on the floor  it's free real estate
25017,Sorry I'm late. Having tranny problems
25037,"i am 73 years old. who's going to ask how i do it?? """
25061,this is el paso shooter's father. every. single. time
25063,fur missile incoming
25067,"The text in the image reads:  ""rise of the planet of the apes (1963"""
25068,i really like 50 cent or as we call him in zimbabwe 4 billion dollars
25071,"chaos is about to begin, anons. and no one does chaos  like the us military. stick around, it's gonna be a helluva ride!"
25079,The 40% suicide rate has arrived
25093,should the government...  no
25096,walkeded to the mailbox and back practically a bataan death march survivor
25097,"The text in the image is:  - ""damn chewbacca"" - ""ewoks are our friends"""
25103,"The text in the image reads:  ""this is what happens when you're gay in a muslim country"""
25107,"open you hand tyrone, i know you stole it."
25109,do you think a terrorist has or could infiltrate our goverment???
25137,"you find it offensive, i find it funny...  that's why i'm happier than you"
25149,if this offends you you might be lack toes intolerant
25164,"The text in the image reads:  ""Washington and Cornwallis at Laguardia"""
25168,im wilford brimley and i have diabetes
25170,my husband is always pushing me around...  and talking behind my back
25174,"I'm just gonna file that under  ""who give'ss a shit?"""
25178,muslims  have sex with goats wipe their asses with their hands  and drink camel piss but I'm the unclean one!
25179,you say not all muslims are monsters?  imagine a bowl of m&ms with 10% of them are poisoned. would you eat a handful
25180,hold up  when she says she likes hung black men so you take her back to your place and she starts tying a noose
25189,"It looks like it was ultimately Obama who was behind the entire plot to undermine the Trump presidency.  muslim plant  Forget the Russians, here is the real enemy!"
25193,you wanna get rid of flags and statues that remind you of the history of slavery? black people were around during slavery  you wanna get rid of them too?
25197,"It's a simple grammar question, Leeroy! ""What comes at the end of a sentence?"" parole?"
25198,"white people throwing rice at weddings. ""why are they wasting the food"""
25310,"why isn't there a black guy in the clue board game? because then it would be called ""solved"""
25314,"the internet has apparently named him'macho ma'am tranny savage"""
25318,"The text in the image says:  ""is it just me or does justin bieber look like a 35 year old lesbian?"""
25340,we can kill as many as we want and your stupid government keeps bringing us in
25341,happy birthday ya lil goat fucker
25361,i have an idea...  but it requires concentration
25367,"The text in the image reads:  ""Igor Schafarevich Vadim Borisov Melik Agursky Eugeny Barabanov (A.B.) (P. Korsakov)  for a jew nothing is more insulting than the truth. the blood maddened jewish terrorists murdered sixty-six million in russia from 1918 to 1957"" - Alexander Solzzenitsyn"
25368,when you suicide bomb an islamic mosque during a friday worship
25369,banging a squirter not fun for a gay man
25370,The text in the image is:  - porch monkey - 4 life
25376,yep still your president
25381,you're gay? that's a lifestyle choice.. ...by which i mean i hate you for being gay
25384,It's not a hijab. It's a diaper. For people with shit for brains.
25386,yes donald. that sounds good . i once built a wall too.
25397,what do you call a black guy in a tree with a briefcase.. a branch manager
25401,"the standard hood team  a clown, a thief, a dyke, and a fat ugly funny fucker"
25416,i haven't been this excited about a friday  since last friday
25436,fresh out of fb jail  and still not giving a fuck!
25438,love old trucks think everyone should have one
25461,rev up those gas chambers
25463,what would you do if i got pregnant
25467,when you dropped all the jewish kids off at the wrong camp
25468,white people walked on all fours before black people came and showed them how to stand up
25473,and then i told them you're going on a fun campinging trip
25478,the lgtbetc.. community maintain the highest suicide rates. proving that both god and darwin were right
25481,"likes to play games with friends  favorite game is called ""child soldiers"""
25483,hey look at me! i'm wearing a yellow hat!
25489,brother...  a day without a blast is a day wasted
25493,when your moms plastic  and you're a spastic tragedy!!
25497,my momma...  momma says girls are the devil
25498,"gudako: top fans gay top fans : admin gay  it's fine for me to say that, but not for you!"
25610,enjoyinging a day at the beach
25614,"i see! """""
25634,google glass locate kfc
25639,why isn't my drain working? probably cause the pipe's black
25640,when you and your squad rest after a long day protesting trump
25643,all this rich history  and people still don't understand that sikhs and muslims are different people
25683,"during sex. i suddenly stopped and didn't move she: ""what are you doing?"" me: ""hush bitch, i seen this on pornhub, its called buffering."
25687,when your friend likes to during your favorite song
25690,how you feel when your a blacksmith
25693,when you can't remeber if you ate wendy's twice that day
25706,some people have to walk 20 miles a day for fresh water.  some kids will never know the struggle
25709,The text in the image is:  anne frank smiling
25713,tammy find me them keys
25716,when you're a complete piece of trash  but shee still like you because you're black
25718,"The text in the image says ""a serbian man."""
25719,when you accidentally fall in the toilet
25731,when you die and go to heaven but now have to wait for your doggo to join you
25748,"I'm a moderate Muslim.  that means that while other Muslims are putting bombs on your buses and raping your children I'll be telling you that Islam is peaceful, protesting when you insult my religion and lobbying your government to take away your free speech. a moderate Muslim speaks!"
25749,funny santa
25760,me every time i'm out in public  there's too too many people on this this earth. we need a new plague.
25768,don't let a disability stop you from being a sportsman
25780,meanwhile  at the isis strip club
25781,do you have any idea how black you were going
25783,let's see if they get scared now! bring they ass out here! we will cut their heads off
25784,when you buy a nazi on aliexpress
25791,if i dont fuck with you  this is how i act if you're around
25806,when you have to make your own pool
25807,me thinking about lunch  5min after clocking in
25816,he took me to the gucci store & said  april fool bitch
25830,i wanna destroy radical islam!!!!  will you help me????? yes = hell yeah!!!
25837,i used to provide therapy for those afflicted with aberrant behaviors!  now instead those behaviors are celebrated!
25841,children at a pop concert  muslim  why are people attacking us?
25847,"they should not be allowed to have kids  you made your choice bitch, now live with it!"
25849,i got a text fresh meat at the market
25861,how to get out of a gym contract
25874,picture of conservatives rioting in the streets  after the 9th circuit court of appeals ruling
25893,the evolution of man
25901,that face she makes when ahmed hits the g-spot
25904,hide and seek european champion  1942-1944
25907,i guess the jury liked pudding cause they pudding my ass in jail
25908,"lynchings were most frequent from 1890 to the 1920s, with a peak in 1892"
25913,meanwhile at the isis strip club
25914,what is the difference between an illegal immigrant and e.t.?  e.t. learned to speak english and wanted to go home!
25917,you don't have to put on the red light
25943,"go ahead, report me  they can't un un-b butt hurt you the truth."
25948,"to all my friends who post controversial obscene, dirty, offensive, derogatory posts.....  keep that shit up. i like it."
25968,what! no i am not asian
25971,"last year tyrone got a new job, started building his credit, and spending more time with his kids  then something amazing started to happen!"
25983,"oh, you're tired of my anti-religion posts?  why don't you pray for me to stop?"
25984,whipepo reading the comments like
25986,nothing more beautiful than ironed clothes
26014,all women should be believed until one of those bitches accuses a democrat
26018,all these flavors  and you choose to be salty
26031,"The text in the image reads:  ""muslims in a predominantly christian nation  christians in a predominantly muslim nation"""
26034,"I'm not only smart, I'm street-smart. Oh sure, you're street sm"
26043,love is love is love is love
26049,i do not want to hear anymore about gun control from a person who is making it easy for iran to obtain nuclear weapons!!!
26057,"redneck word of the day: ""obama""  i bought a me case of beer and drank it obama self"
26073,"wanted :  "" fled from the kitchen """
26078,when you look at your check stub and see how much federal and state took  you raggedy bitch
26085,when i say i gotta go to the bathroom
26087,everytime a moslem stands up in congress and tells us they will change the constitution. impeach our president. or vote for socialism. remember  you said you would never forget they said they would destroy us from within
26091,no to transphobes  give trans people peace
26095,when you're going 90 mph in a school zone and the pre-schoolers are crossing the street  this is where the fun begins.
26137,"675 days under investigation, constant media slander, no collusion!  this man deserves an apology!"
26140,lebron james before he got his hairline fixed
26149,one day christians will have to live like this to avoid the mark of the beast  are you prepared?
26153,"when your ex says ""you won't find a b*tch half the woman i am"""
26170,"The text in the image reads:  ""When Muslim people use km per hour instead of bomb per Allah Hu Akbar  this is why I bomb people"""
26174,a muslim ban would've stopped that
26179,woman takes adorable pregnancy announcement photos  in a pasture with her horses
26183,i'm awesome on the piano but i suck on the organ
26184,The text in the image is:  ``` i like pizza cause it doesn't scream when i put it in the oven ```
26185,when the cops ask to look  in your niqab but they legally can't
26187,I love my slow cooker
26189,locked out of car outside of planned parenthood office  can't go in to ask for a coat hanger
26197,"Instead of saying ""Fuck the law""  how about you stop breaking the law?"
26198,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated &"
26305,when you take this girl on a date and she won't stop talking..
26307,here's to all you snowflakes out there who are shocked the president  did what he promised to do
26314,"don't defile the lineage given to you by your forefathers  do what's right, keep it white"
26315,when each letter is a mental disorder
26318,when it is namaz time but you see a goat in the middle of the way...
26319,life handed me lemons so i fucked them and gave them lemon-aids
26340,goats can't talk  why are so few muslim rapes reported?
26347,"The text in the image reads:  ""indians evolution after 15august1947"""
26357,you're the goat
26358,charcoal mask. looks cool. tastes weird
26370,if being a racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbaric cult  then i'm a racist
26371,we are all suffering
26374,when she's trying her hardest to make you cum but you already visited your favorite goat
26375,how many more mass shootings must we orchestrate before you  give up your guns?
26378,i have no idea what i'm doing with my life
26379,"The text in the image says ""straight outta oven."""
26381,"45 goals of communism  26. present homosexuality, degeneracy and promiscuity as ""normal, natural, healthy."""
26385,"The text in the image reads:  ""islam is a cancer treat it with radiation"""
26390,companies when pride month ends  We support no on prop 8
26391,"""my husband told me to make him a sandwich i need a good comeback i would come back with a sandwich"""
26394,"not sure what's in the fridge, but this dishwasher is about to get a big load"
26397,there are still parts of the world where people celebrate capital punishment
26405,how they be lurking on your page  waiting to pop-up just to disagree
26407,he's making a list and checkin it twice gonna find out who gets deported by ice
26409,they aren't bad if you raise them properly  same goes for pitbulls
26410,"so, you think by being a muslim sympathizer, this will somehow keep us from killing you  you are a special kind of stupid"
26417,left lanes need to exit right right lanes need to exit left  here's 300 feet. make it happen.
26418,4 years for your bachelors?  i worked 60 years for my masters
26419,"The text in the image reads:  ""we can never undo the horrible acts he has commited"""
26438,fact: girls are very good at hockey  because it's the only sport you can compare with
26439,"The text in the image reads:  ""parental opioid use has negative effect on children's intelligence"""
26453,"a ww2 jewish prisoner trying to escape the auchschwitz showers (1943, colorized)  wwii jew escaping hitler's rath"
26459,do you like kids? because i'm going to turn your mouth into a daycare.
26478,they are not escaping to find a better life they are invading us to destroy ours
26489,when i grow up...  lol nevermind
26490,cool tanks drive away from explosions without looking back
26493,"if this is banned in islamic countries,  shouldnt this be banned in western countries?"
26495,when your goat tells you she ain't on the pil
26497,people will do shit like this but lock their door when someone sketchy walk by
26507,if you have a fire arm in the house  teach your family about gun safety!
26531,"The text in the image reads:  ""millions of kills, 1 death what a fucking camper"""
26534,can't wait for 2019. suspect is a gender fluid assigned male at birth wearing non gender specific clothing born caucasian but identifies as a mountain panda
26537,i love to run
26538,"when you take your dishwasher to the restaurant, but it starts talking"
26543,"The text in the image is:  ""fuckin a 5 year old fuckin five 1 year olds fuckin a dean 1 year old for 5 years"""
26547,that's the way allah allah i like it
26549,hmm today i will commit 50% of all violent crimes despite being only 13% percent of the population  being opressed time
26571,mother  tell your children not to mock my weight
26573,man: i'd like her the way she is
26579,when you glue your ass shut so your uncle can't rape you  survival.
26598,"""ammosexual""  'cause big guns compensate for small ones"
26708,they used to whip slaves back in the day
26709,"when i was in high school i got braces a friend told me,  ""you're so black, even your teeth are behind bars,"""
26715,bf takes me to french restaurant  i'll have the chicken strips please
26735,"you pick cotton to get to it because it's white, it works, and why don't black people like aspirin?"
26738,blacks are musical they always love a good beat
26741,on behalf of nsw  SAN DIEGO NEW YORK LONDON TOKYO  go f@#k yourself queensland
26750,on my way to the maury show for the 8th time
26759,that look when you wanna cut a bitch but you remember your a changed man
26781,vacation on a train  it is long but it is beautiful try it
26784,black people: *exist* Imm: it's free real estate
26794,feel that? it used to belong to bruce jenner
26795,i put brake fluid in my meth...  now i can stop whenever i want.
26803,"oompa loompa doompeda dee! if you hit that, it will burn when you pee!"
26831,making mashed potatoes
26835,The text in the image is:  - rip harambe - black lives matter
26839,"1 little, 2 little, 3 little ni99ers"
26841,steak recipe: 1. destroy someone
26890,"let me get this ""straight"" muslims hate...- me- want to kill..-me- so i gotta give up... my guns?"
26891,today we're making vegetable soup!  the most disturbing thing i've seen all day..
26894,"hmmm, that new wife smell"
26903,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""
26905,"The text in the image says:  ""thanks trump for my new job making america white again"""
26910,"""they are the biggest terrorists in the history of the world. we have entire history of books showing this data"""
26914,new implant allows muslims to speak directly with allah  apply to forehead
26930,"african american leaders organizinging the la riots april 29, 1992"
26940,"""If a dishwasher wore pants, would it wear them like this or like this"""
26943,my incesters built this country!!!!
26945,I can't compare my love of bacon to anything because bacon is the standard that I compare all else to
26947,why isn't my drain working? probably cause the pipes black
26950,a good american is a dead american
26973,ever notice that everything deemed evil by god  liberals are for?
26980,myth: gingers don't have souls  fact: gingers earn a freckle for every soul they steal
26983,rollin' they see me hatin' they be
26984,what you imagine when you're on a plane  and you hear the person behind you say allahu akbar
26985,i just heard my girlfriend is pregnant
26987,"muslim terrorist, spy anti semite  the poster child of the left."
27014,proof you can be a fruit and a vegetable
27016,loves me some boneless jungle ham
27034,record black employment  record black welfare  record black imprisonment
27038,when you ask the jewsih girl for her number  and she starts rolling up her sleeve
27041,your are a solder ready to die for your country
27043,and i even got a job in congress! these americans are so stupid!!!  yep........and then i beat the usa immigration sytem by marrying my own brother!
27048,handjobs sold seperately
27056,has one night stand but way too many books to fit on it
27058,where's jaws when you need him?
27059,chicks be like the blacker the berry the sweeter the juice
27068,he went to jihad's
27069,The text in the image is:  - Amsterdam Red Light District - Girls Girls Girls - Islamabad Red Light District
27083,never wear gloves when operating rotating machinery  retard
27105,german fireworks
27106,i said i wanted to see his kids  so he came in my eye
27134,because of trump walmart is selling american made appliances again
27139,new military drone to fight isis  it explodes on penatration
27150,kick them out of country
27153,"The text in the image reads:  - ""men's shaving map"" - ""transbender shaving map"""
27156,meanwhile at the isis strip club
27163,i think i've found a vaccine for being a faggot  it's called pancuronium bromide
27169,they are not escaping to find a better life  they are invading us to destroy ours.
27180,inbred you are cat piss you smell like
27185,when you have a small dick and tell a jewish girl to suck it  i can't
27195,there's a reason we keep the beer in the bottom of the cooler
27304,what a cute little baby bacon
27308,"The text in the image says ""a typical white man."""
27309,"what is up with black people  they're not black, or people"
27318,over heard my daughter telling her friend she was curious what it would be like to date a black guy  so … i showed her!
27341,"no one: white cops: he's black, so I'm assuming that he's evil"
27351,at least hitler could use an oven
27360,five finger meth punch
27365,oh you're offended  i'm sure i have some thicker skin for you in the back
27384,that face you make  when you're a bully and just got beat up by a girl
27385,"The text in the image says:  ""not all black people are criminals"""
27391,"The text in the image reads:  ""I said glass of juice not gas the Jews"""
27395,i bet they make squeaky toy sounds when they fuck
27398,"if you believe that,  Gray Goat Farm Pasture-Raised Goat & Sheep's Milk Cheeses Organic Milk Farmer's Cheese & Dairy Products  FRESH & DELICIOUS  I've got a virgin goat to sell you!"
27401,for the last time.. i'm not michelle obama.
27405,halal... is it meat you're looking for?
27408,she's chilling with her new purchases
27410,party tonight? i'm down
27416,bitches out there sucking unemployed dick swallowinging insufficient funds
27418,people love whoever
27430,both men and women sacrificed in different ways but it was all to protect their comfortable home.
27436,"""I'll have to resign""  and then I said  do I look like I give a fuck?!"
27438,you can kill muslims but you can't kill islam
27461,so you think we should import muslims. did your grandfather import nazis
27468,when the squad is about to get lit...
27480,"the face you make when you don't understand what  ""stop resisting"" means"
27485,that's the way allah allah i like it!!!
27489,how do we destroy the patriarchy?  it's simple. we eat it
27490,"he's the man, baby!"
27496,"personal stylist $15,000 / week makeup artist $4,000 / month  makeup artist $4,000 / month i can't tell the difference"
27498,who's gonna make the sandwiches? what do we do with all these sandwiches?
27501,"The text in the image is:  ""muslims are idiots!!! muhammad was a pig that's the truth folks! allah is that pig's penis!!!"""
27503,when you shit an anaconda  and feel the last inch disconnect from your soul
27506,ladies and gents i present you with miss islam 2015 contenders
27514,someone get me the goddamn tranny mulcher
27518,"what's the difference between oral sex and anal sex?  a: oral sex makes your day, but anal sex makes my hole weak."
27519,"note to americans: we behead our own  so keep on ""tolerating us"" until we take over your country"
27534,understanding the difference nazism  hollywood's inverted depiction of national socialism  national socialism
27548,illegal immigration the cowboy way we'll know them if they try to come back in!
27563,when you're so racist you won't even hire white guys to commit fake white hate crimes against yourself!
27568,close up portrait of a serious black man
27580,showinging off my new tat
27591,klu klux kar insurance  we know it was dark and you just didn't see him
27603,wear a full burqa and nobody says  anything change the cloth to white and everyone loses their mind
27604,girls are like jelly beans  they're all good. except the black ones
27605,lyin'  thinking about lyin'  really lyin just got done lyin'
27608,ilhan omar a powerful woman of color
27613,april 15th is coming...  bitches better have my money..
27614,maybe if you think before you act  you'd be treated better
27630,beep beep motherfucker
27634,yes i'm trying to divide the country  i'm dividing the illegals from the actual citizens
27635,"The text in the image is:  - ""dat ass"" - ""ahmarbkrich*d"""
27648,when you finally graduate in a school in the usa
27659,when ur too young to know racism but ur happy cause u got a new pet
27685,go back to sleep your government is in control
27801,I'm smoking cones and i just found buzz shard you'd better come out and stop me!
27803,"Ilhan Omar has vowed that on her first day in Congress she will conduct a muesli ritual  ""to cleanse the chamber of the right wing evils"" share to say she's the evil one"
27806,why don't i get sunburnt? because prisons are indoors
27810,"shoot boy, i ain't racist  i've got four black tires and a color tv"
27816,black people anything that doesn't belong to them
27835,saddle up motherfuckers  it's time to play cowboys
27836,there's a joke in here somewhere? a indian a socialist a smeller a mistress a homosexual and a terrorist lover walk into a bar..
27843,a transgendered 4 year old is like a vegan cat we all know who is making their lifestyle choices
27854,are you bored?  let's watch tv
27856,"mexicans hugging and kissing walls and fences, to show their love for border controls"
27860,breastfeed a 42 year old  expelled from KFC for breastfeeding her 42-year-old son  shit white people do
27861,what i say about the gunman every time there's a mass shooting
27864,"The text in the image is:  ""hey volks...im back? did jew miss me?"""
27891,deep the stupid runs swallow your mother should have
27895,"""nevr forget"" - you said... we didn't forget and we are fighting this together"
27901,fresh out of bradford  bomb jovi
27905,I'm what the new working man looks like'
27913,a boner is like  a thumbs up from your balls to whatever you're thinking about
27914,"when you're stressed, you eat ice cream, cake, chocolate & sweets, why?  because stressed spelled backwards is desserts mind = blown."
27915,"The text in the image reads:  ""classic photo of anne frank"""
27918,you're asking people for 5 cents a day? but you had money to fly here and make a commercial?
27934,is that guy hurting a goat? let's stop this animal abuse
27943,batman! thank god you've arrived!
27946,cadbury's halal creme eggs now available in special edition
27948,"when she says ""don't cum in me""  but but you know she'll make a great single mother"
27950,"yes, this is she"
27953,I was chatting this liberal chick in a bar who told me that I should be more open to Muslim culture  so I raped her
27956,companies when pride month ends:
27960,oops. broke the dishwasher again
27963,oh how cute....   a guinea pig..
27965,a head diaper is required when you have shit for brains
27980,when the vegetables are 2 for the price of 1
27981,when you're on your lunch break considering not going back
27986,even i can see you're a cunt
28017,say it! say it!  islam is the religion of peace
28019,they want this not beause they love you  they need to mix breed to preserve their species
28039,"feeling awesome, might hike later, idk"
28043,i don't play
28045,that is so wrong! should wear a helmet
28046,"The text in the image is:  - ""literally me on social media"" - ""respect women's"" - ""me in irl"" - ""hang dishwashers"""
28049,mandatory work without exemptions.  i do nazi see the problem...
28051,The text in the image reads:  portrait of a psychopath
28059,good morning sleepyhead
28061,just because they do this  dosen't mean they'll do this
28063,let's take out the trash  impeach both
28067,i remember when your mom dropped you off to school  she got a fine for littering
28074,you know you're  official when your friend  invites you to church
28076,jolo jew only live once
28096,this is for all you nosey fuckers  that only follow me to tattle on me. fuck you!
28134,why do white people smell like bologna?
28146,cold beer on a cold night
28147,this person wants to use the same restroom as her gender. liberals want to compromise.
28154,we can kill as many as we want and your stupid government keeps bringing us in
28157,i gave that bitch a plunger 'cause bitches love bringing up old shit
28160,saddle up boys! it's time to play cowboys
28163,god wasted a good asshole  when he put teeth in your mouth
28173,"ah, i think may have found the problem you appear to be a f* male"
28175,how do i like my eggs? same as i like my niggers beaten and separated from the whites
28190,when finishing a race is your passion
28195,"gotta be careful who you fuck with.  people will learn you, just to hurt you"
28196,"the woman you met who admits she's wrong, apologizes and changes her ways"
28197,cheap shoes for sale.. pick up.... christchurch mosque
28315,the flavor in this dish was nonexistent  customers started a religion just to believe it was there
28317,tries to send killers to kill dante in dantes inferno
28319,ramadan begins may 27  bombathon ends june 24
28360,the pope says trump is not a christian because christians don't build walls. vatican walls are 40 feet high
28369,"The text in the image says:  ""brother... a day without peace is a day wasted"""
28374,loving parents
28391,you'll see both of the pics similar  close your eyes 50
28395,show me a better date. i'll wait....
28396,doesn't wear tampons  because she trips over the string
28397,this is you liking ur own fb post
28401,when you're at a party  and no one wants to talk about fishing
28403,when she wants someone to sweep her off her feet.
28405,white people already paid reparations
28406,when she gives you that look
28431,if i become a superhero would i be an ex-men or a trans-former
28435,they have no where to live makes special camp spots just for them
28436,socialism. ... people line up waiting for bread.  capitalism. ... bread is lined up waiting for people. see the difference
28437,they can kill the messenger but they can't kill the message
28439,"The text in the image reads:  ""i'z elijah cummings massa i be's a good party of slavery house negro"""
28450,it was at this moment jacob knew  he fucked up
28451,"i didn't have kids so others could take care of them while i ""enjoy"" life  everything can wait. i have a child that needs a mom. my priority. my responsibility. my life"
28459,"ford wants to make sure you make it home, so now included on all new mustangs, tool box holders!"
28461,red bull gives you wings  vodka gives you 4x4
28463,your dog's favorite food
28470,never give up no matter what
28476,you cannot invade the trailer park  there will be a dumpster-defend with a yeet cannon behind every door!
28479,is someone using the oven? cuz i smell gas
28491,that post was so shit mel gibson is making a film about it
28495,spendinging alot of time with your pets
28504,we wouldn't change him for the world. but we wish the world would change for him
28507,when your girl is giving you a handjob under the table
28516,anjem choudary wants this removed he said it insults islam.  so i thought fuck it why not share
28517,if your grandma's couch was  always covered in plastic it's because she was a squirter
28534,it's the cowboy way of doin things
28546,when your fridge is full but you don't know what to eat
28561,the truth is out! you're the greatest queen of them all!
28563,you knew that was the wrong hole  you're goddamn right i did!
28567,on my way home had a hard week
28574,"the city of seattle leaves poop on their sidewalks  ...because hosing it off is ""racially insensitive"""
28579,michele obama holding a fundraising  for studying animal intelligence
28590,you can take the trash out of the trailer park  but white trash will forever be white trash
28597,class! class! listen!  daylight savings ends today you must move your clock forward one hour
28601,stevie wonder be like #selfie!
28604,and then they said... what about the irish slaves??
28605,i want you to wake the fuck up americans!  the fucking jews have hijacked your country!
28610,a head diaper is required  when you have shit for brains
28613,if slavery had cellphones on the plantation like fuck massah
28614,what do they want? to kill more
28617,welcome to feminism  where everything is sexist and nobody understands but them
28637,"instead of being ""born again"" why not just grow up?"
28639,boobs when you're  Pornhub home alone and lonely.  WEB SEARCH SEARCH
28641,basic white girl in her natural habitat  this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted
28657,"dating, let alone marrying a g*rl who is not a virgin  literally makes you a cuck, change my mind"
28659,"The text in the image says:  ""Christians are retarded"""
28670,nobody: arabic talk show: good morning i hate women
28674,i'm not transphobic i just don't like 'em
28690,if you're gonna talk shit about someone...  you better make sure they aren't crazier than you are
28691,when the jews found out it really wasn't a shower
28695,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state"""
28704,"The text in the image reads:  ""our voice can change history for better or...worse"""
28716,can you smell what the reich is cooking?
28731,how africans eat their food  mmmm........ delicious
28735,The text in the image is:  - morgan freeman - morgan not-so-freeman
28739,10-year-old me: *is in gifted class* *reads at a high school level* *is pretty good at math**has a bright future* depression: i'm about to end this man's's whole career
28751,who decided to call this a urinal cake  instead of a piscuit
28756,solution to mexicans paying for the wall leave all the illegals hanging around the border
28759,will you tell the cat bullying is not okay?
28763,pelosi warns a future democratic president could declare a national emergency to ban guns  i seem to recall that a previous government tried this in the 1700's and we shot them....
28764,when you meet that gender studies student again  my genders have doubled since the last time we met
28765,"and just like that, people forgot about area 51  started wanting to look like 80 year olds"
28790,monkeys often pick bugs off each other to snack on
28793,congratulations it's non binary
28905,"hey, i just met you and this is crazy but here's your number.. so camping, maybe?"
28930,"The text in the image says ""women of power."""
28935,this would be racist  if black people could read  WAITING ROOM FOR WHITE ONLY  BY ORDER POLICE DEPT.
28936,when you find out there's an opening for the role of first lady
28945,"""how fucked up do you plan to get this weekend?"" me:  [Image of a Rubik's's Cube partially solved]  [Image of a man laughing on a stage with the text ""W"" in the background]"
28951,if the brim of your hat is flat and has a sticker on it  i automatically assume you're a complete tool
28954,"don't like me? i don't care, it's still a beautiful day in my neighborhood"
28957,when each letter is a mental disorder
28964,"just got his euthanasia forms signed, retard can't even read so i told him he got accepted into harvard lmfao"
